Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
27/05/2021,11:00:00,11:00:28,V,,1963240.0,0.0,39624.0,11:00:24,
27/05/2021,11:00:00,11:00:28,V,39642.0,1963250.0,1.1111111111111112,39642.0,11:00:42,
27/05/2021,11:00:00,11:00:28,V,39642.0,1963250.0,1.1111111111111112,39642.0,11:00:42,0.0
27/05/2021,11:00:00,11:00:28,V,,1963270.0,2.2222222222222223,39657.036,11:00:57,0.0
27/05/2021,11:00:00,11:00:28,V,,1963290.0,3.611111111111111,39663.893,11:01:04,0.0
27/05/2021,11:00:00,11:00:28,V,,1963300.0,4.166666666666667,39666.464,11:01:06,0.0
27/05/2021,11:00:00,11:00:28,V,39674.0,1963320.0,4.722222222222222,39674.0,11:01:14,0.0
27/05/2021,11:00:00,11:00:28,V,39682.0,1963360.0,4.722222222222222,39682.0,11:01:22,0.0
27/05/2021,11:00:00,11:00:28,V,39684.0,1963370.0,4.722222222222222,39684.0,11:01:24,0.0
27/05/2021,11:00:00,11:00:28,V,,1963390.0,5.0,39688.526,11:01:29,0.0
27/05/2021,11:00:00,11:00:28,V,,1963410.0,5.555555555555555,39692.315,11:01:32,0.0
27/05/2021,11:00:00,11:00:28,V,,1963440.0,6.388888888888888,39697.339,11:01:37,0.0
27/05/2021,11:00:00,11:00:28,V,,1963470.0,6.944444444444445,39701.839,11:01:42,0.0
27/05/2021,11:00:00,11:00:28,V,,1963510.0,7.777777777777778,39707.273,11:01:47,0.0
27/05/2021,11:00:00,11:00:28,V,39714.0,1963560.0,8.055555555555555,39714.0,11:01:54,0.0
27/05/2021,11:00:00,11:00:28,V,39720.0,1963620.0,7.777777777777778,39720.0,11:02:00,0.0
27/05/2021,11:00:00,11:00:28,V,39722.0,1963630.0,7.5,39722.0,11:02:02,0.0
27/05/2021,11:00:00,11:00:28,V,39740.0,1963770.0,7.5,39740.0,11:02:20,0.0
27/05/2021,11:00:00,11:00:28,V,,1964060.0,8.333333333333334,39777.856,11:02:58,0.0
27/05/2021,11:00:00,11:00:28,V,,1964110.0,9.166666666666666,39783.571,11:03:04,0.0
27/05/2021,11:00:00,11:00:28,V,,1964140.0,9.722222222222221,39786.747,11:03:07,0.0
