Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
24/06/2021,15:51:00,15:50:44,V,,3311110.0,0.0,57835.299,16:03:55,
24/06/2021,15:51:00,15:50:44,V,,3311120.0,2.2222222222222223,57844.299,16:04:04,
24/06/2021,15:51:00,15:50:44,V,,3311130.0,3.611111111111111,57847.727,16:04:08,
24/06/2021,15:51:00,15:50:44,V,,3311140.0,4.166666666666667,57850.299,16:04:10,
24/06/2021,15:51:00,15:50:44,V,,3311150.0,5.555555555555555,57852.356,16:04:12,
24/06/2021,15:51:00,15:50:44,V,,3311170.0,6.388888888888888,57855.705,16:04:16,
24/06/2021,15:51:00,15:50:44,V,,3311180.0,6.944444444444445,57857.205,16:04:17,
24/06/2021,15:51:00,15:50:44,V,,3311250.0,7.777777777777778,57866.714,16:04:27,
24/06/2021,15:51:00,15:50:44,V,57868.0,3311260.0,7.777777777777778,57868.0,16:04:28,
24/06/2021,15:51:00,15:50:44,V,57868.0,3311260.0,7.777777777777778,57868.0,16:04:28,0.0
24/06/2021,15:51:00,15:50:44,V,,3311280.0,8.333333333333334,57870.074,16:04:30,0.0
24/06/2021,15:51:00,15:50:44,V,,3311300.0,9.166666666666666,57872.359,16:04:32,0.0
24/06/2021,15:51:00,15:50:44,V,,3311310.0,9.722222222222221,57873.418,16:04:33,0.0
24/06/2021,15:51:00,15:50:44,V,,3311330.0,10.555555555555555,57875.391,16:04:35,0.0
24/06/2021,15:51:00,15:50:44,V,,3311350.0,11.11111111111111,57877.237,16:04:37,0.0
24/06/2021,15:51:00,15:50:44,V,,3311370.0,11.944444444444445,57878.972,16:04:39,0.0
24/06/2021,15:51:00,15:50:44,V,,3311390.0,12.5,57880.608,16:04:41,0.0
24/06/2021,15:51:00,15:50:44,V,,3311450.0,13.88888888888889,57885.156,16:04:45,0.0
24/06/2021,15:51:00,15:50:44,V,,3311510.0,15.277777777777777,57889.27,16:04:49,0.0
24/06/2021,15:51:00,15:50:44,V,,3311600.0,16.666666666666668,57894.905,16:04:55,0.0
24/06/2021,15:51:00,15:50:44,V,,3311700.0,18.055555555555554,57900.665,16:05:01,0.0
24/06/2021,15:51:00,15:50:44,V,57910.0,3311880.0,18.88888888888889,57910.0,16:05:10,0.0
24/06/2021,15:51:00,15:50:44,V,57914.0,3311930.0,18.88888888888889,57914.0,16:05:14,0.0
24/06/2021,15:51:00,15:50:44,V,57926.0,3312150.0,19.166666666666668,57926.0,16:05:26,0.0
24/06/2021,15:51:00,15:50:44,V,57928.0,3312220.0,19.166666666666668,57928.0,16:05:28,0.0
24/06/2021,15:51:00,15:50:44,V,57930.0,3312260.0,18.88888888888889,57930.0,16:05:30,0.0
24/06/2021,15:51:00,15:50:44,V,57952.0,3312650.0,18.333333333333332,57952.0,16:05:52,0.0
24/06/2021,15:51:00,15:50:44,V,57954.0,3312680.0,18.333333333333332,57954.0,16:05:54,0.0
24/06/2021,15:51:00,15:50:44,V,57972.0,3313020.0,18.333333333333332,57972.0,16:06:12,0.0
24/06/2021,15:51:00,15:50:44,V,57978.0,3313140.0,18.055555555555554,57978.0,16:06:18,0.0
24/06/2021,15:51:00,15:50:44,V,57980.0,3313160.0,18.055555555555554,57980.0,16:06:20,0.0
24/06/2021,15:51:00,15:50:44,V,,3313640.0,16.666666666666668,58007.901,16:06:48,0.0
24/06/2021,15:51:00,15:50:44,V,58018.0,3313800.0,15.833333333333332,58018.0,16:06:58,0.0
24/06/2021,15:51:00,15:50:44,V,58020.0,3313840.0,15.555555555555555,58020.0,16:07:00,0.0
24/06/2021,15:51:00,15:50:44,V,,3313860.0,15.277777777777777,58021.025,16:07:01,0.0
24/06/2021,15:51:00,15:50:44,V,58030.0,3314000.0,15.0,58030.0,16:07:10,0.0
24/06/2021,15:51:00,15:50:44,V,58032.0,3314040.0,14.722222222222221,58032.0,16:07:12,0.0
24/06/2021,15:51:00,15:50:44,V,58036.0,3314100.0,15.277777777777777,58036.0,16:07:16,0.0
24/06/2021,15:51:00,15:50:44,V,58040.0,3314150.0,15.833333333333332,58040.0,16:07:20,0.0
