Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
08/07/2021,11:52:00,11:53:08,V,,4908690.0,0.0,42797.714,11:53:18,
08/07/2021,11:52:00,11:53:08,V,42808.0,4908700.0,1.9444444444444444,42808.0,11:53:28,
08/07/2021,11:52:00,11:53:08,V,42808.0,4908700.0,1.9444444444444444,42808.0,11:53:28,0.0
08/07/2021,11:52:00,11:53:08,V,42812.0,4908710.0,1.9444444444444444,42812.0,11:53:32,0.0
08/07/2021,11:52:00,11:53:08,V,,4908720.0,2.7777777777777777,42817.168,11:53:37,0.0
08/07/2021,11:52:00,11:53:08,V,,4908730.0,3.611111111111111,42820.298,11:53:40,0.0
08/07/2021,11:52:00,11:53:08,V,42824.0,4908740.0,3.611111111111111,42824.0,11:53:44,0.0
08/07/2021,11:52:00,11:53:08,V,,4908760.0,5.0,42828.989,11:53:49,0.0
08/07/2021,11:52:00,11:53:08,V,,4908770.0,5.555555555555555,42830.884,11:53:51,0.0
08/07/2021,11:52:00,11:53:08,V,,4908790.0,6.388888888888888,42834.233,11:53:54,0.0
08/07/2021,11:52:00,11:53:08,V,,4908820.0,6.944444444444445,42838.733,11:53:59,0.0
08/07/2021,11:52:00,11:53:08,V,42846.0,4908870.0,7.5,42846.0,11:54:06,0.0
08/07/2021,11:52:00,11:53:08,V,42854.0,4908940.0,7.5,42854.0,11:54:14,0.0
08/07/2021,11:52:00,11:53:08,V,42856.0,4908960.0,7.222222222222222,42856.0,11:54:16,0.0
08/07/2021,11:52:00,11:53:08,V,42866.0,4909020.0,7.222222222222222,42866.0,11:54:26,0.0
08/07/2021,11:52:00,11:53:08,V,42868.0,4909040.0,6.944444444444445,42868.0,11:54:28,0.0
08/07/2021,11:52:00,11:53:08,V,42880.0,4909130.0,6.944444444444445,42880.0,11:54:40,0.0
08/07/2021,11:52:00,11:53:08,V,42882.0,4909140.0,6.944444444444445,42882.0,11:54:42,0.0
08/07/2021,11:52:00,11:53:08,V,42886.0,4909170.0,6.666666666666666,42886.0,11:54:46,0.0
