Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
01/06/2021,15:51:00,15:50:54,V,,2373460.0,0.0,57844.739,16:04:05,
01/06/2021,15:51:00,15:50:54,V,,2373470.0,2.2222222222222223,57853.739,16:04:14,
01/06/2021,15:51:00,15:50:54,V,,2373480.0,2.7777777777777777,57857.739,16:04:18,
01/06/2021,15:51:00,15:50:54,V,,2373490.0,3.611111111111111,57860.87,16:04:21,
01/06/2021,15:51:00,15:50:54,V,,2373500.0,4.166666666666667,57863.441,16:04:23,
01/06/2021,15:51:00,15:50:54,V,,2373520.0,5.0,57867.805,16:04:28,
01/06/2021,15:51:00,15:50:54,V,,2373540.0,5.555555555555555,57871.594,16:04:32,
01/06/2021,15:51:00,15:50:54,V,,2373570.0,6.388888888888888,57876.617,16:04:37,
01/06/2021,15:51:00,15:50:54,V,,2373600.0,6.944444444444445,57881.117,16:04:41,
01/06/2021,15:51:00,15:50:54,V,,2373710.0,7.777777777777778,57896.061,16:04:56,
01/06/2021,15:51:00,15:50:54,V,,2373790.0,8.333333333333334,57905.992,16:05:06,
01/06/2021,15:51:00,15:50:54,V,,2373840.0,9.166666666666666,57911.706,16:05:12,
01/06/2021,15:51:00,15:50:54,V,,2373860.0,9.722222222222221,57913.824,16:05:14,
01/06/2021,15:51:00,15:50:54,V,,2373880.0,10.555555555555555,57915.796,16:05:16,
01/06/2021,15:51:00,15:50:54,V,,2373900.0,11.11111111111111,57917.643,16:05:18,
01/06/2021,15:51:00,15:50:54,V,,2373940.0,11.944444444444445,57921.112,16:05:21,
01/06/2021,15:51:00,15:50:54,V,,2373960.0,12.5,57922.749,16:05:23,
01/06/2021,15:51:00,15:50:54,V,,2374030.0,13.88888888888889,57928.054,16:05:28,
01/06/2021,15:51:00,15:50:54,V,,2374110.0,15.277777777777777,57933.54,16:05:34,
01/06/2021,15:51:00,15:50:54,V,57938.0,2374180.0,16.11111111111111,57938.0,16:05:38,
01/06/2021,15:51:00,15:50:54,V,57938.0,2374180.0,16.11111111111111,57938.0,16:05:38,0.0
01/06/2021,15:51:00,15:50:54,V,57940.0,2374190.0,16.11111111111111,57940.0,16:05:40,0.0
01/06/2021,15:51:00,15:50:54,V,57944.0,2374270.0,15.833333333333332,57944.0,16:05:44,0.0
01/06/2021,15:51:00,15:50:54,V,57962.0,2374530.0,15.277777777777777,57962.0,16:06:02,0.0
01/06/2021,15:51:00,15:50:54,V,57964.0,2374570.0,15.277777777777777,57964.0,16:06:04,0.0
01/06/2021,15:51:00,15:50:54,V,,2374800.0,16.666666666666668,57978.451,16:06:18,0.0
01/06/2021,15:51:00,15:50:54,V,,2374990.0,18.055555555555554,57989.395,16:06:29,0.0
01/06/2021,15:51:00,15:50:54,V,57990.0,2375000.0,18.055555555555554,57990.0,16:06:30,0.0
01/06/2021,15:51:00,15:50:54,V,57992.0,2375030.0,18.333333333333332,57992.0,16:06:32,0.0
01/06/2021,15:51:00,15:50:54,V,57994.0,2375060.0,18.333333333333332,57994.0,16:06:34,0.0
01/06/2021,15:51:00,15:50:54,V,58016.0,2375490.0,18.055555555555554,58016.0,16:06:56,0.0
01/06/2021,15:51:00,15:50:54,V,58018.0,2375510.0,18.055555555555554,58018.0,16:06:58,0.0
01/06/2021,15:51:00,15:50:54,V,58022.0,2375580.0,17.77777777777778,58022.0,16:07:02,0.0
01/06/2021,15:51:00,15:50:54,V,,2375670.0,16.666666666666668,58026.782,16:07:07,0.0
01/06/2021,15:51:00,15:50:54,V,58030.0,2375730.0,16.11111111111111,58030.0,16:07:10,0.0
01/06/2021,15:51:00,15:50:54,V,,2376020.0,15.277777777777777,58048.572,16:07:29,0.0
01/06/2021,15:51:00,15:50:54,V,58058.0,2376160.0,14.722222222222221,58058.0,16:07:38,0.0
01/06/2021,15:51:00,15:50:54,V,58066.0,2376280.0,14.166666666666666,58066.0,16:07:46,0.0
01/06/2021,15:51:00,15:50:54,V,58068.0,2376310.0,13.88888888888889,58068.0,16:07:48,0.0
01/06/2021,15:51:00,15:50:54,V,,2376540.0,15.277777777777777,58084.202,16:08:04,0.0
01/06/2021,15:51:00,15:50:54,V,58096.0,2376720.0,16.38888888888889,58096.0,16:08:16,0.0
