Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
02/06/2021,11:00:00,10:59:52,V,,1757810.0,0.0,39588.0,10:59:48,
02/06/2021,11:00:00,10:59:52,V,39600.0,1757820.0,1.6666666666666665,39600.0,11:00:00,
02/06/2021,11:00:00,10:59:52,V,39600.0,1757820.0,1.6666666666666665,39600.0,11:00:00,0.0
02/06/2021,11:00:00,10:59:52,V,,1757830.0,2.2222222222222223,39607.884,11:00:08,0.0
02/06/2021,11:00:00,10:59:52,V,,1757840.0,3.611111111111111,39611.312,11:00:11,0.0
02/06/2021,11:00:00,10:59:52,V,,1757850.0,4.166666666666667,39613.884,11:00:14,0.0
02/06/2021,11:00:00,10:59:52,V,,1757880.0,5.0,39620.429,11:00:20,0.0
02/06/2021,11:00:00,10:59:52,V,,1757890.0,5.555555555555555,39622.324,11:00:22,0.0
02/06/2021,11:00:00,10:59:52,V,,1757900.0,6.388888888888888,39623.998,11:00:24,0.0
02/06/2021,11:00:00,10:59:52,V,,1757910.0,6.944444444444445,39625.498,11:00:25,0.0
02/06/2021,11:00:00,10:59:52,V,,1757920.0,7.777777777777778,39626.857,11:00:27,0.0
02/06/2021,11:00:00,10:59:52,V,,1757930.0,8.333333333333334,39628.098,11:00:28,0.0
02/06/2021,11:00:00,10:59:52,V,39632.0,1757940.0,8.88888888888889,39632.0,11:00:32,0.0
02/06/2021,11:00:00,10:59:52,V,39634.0,1757970.0,8.88888888888889,39634.0,11:00:34,0.0
02/06/2021,11:00:00,10:59:52,V,39636.0,1757980.0,8.88888888888889,39636.0,11:00:36,0.0
02/06/2021,11:00:00,10:59:52,V,39638.0,1758000.0,8.61111111111111,39638.0,11:00:38,0.0
02/06/2021,11:00:00,10:59:52,V,39646.0,1758070.0,8.333333333333334,39646.0,11:00:46,0.0
02/06/2021,11:00:00,10:59:52,V,39672.0,1758270.0,8.055555555555555,39672.0,11:01:12,0.0
02/06/2021,11:00:00,10:59:52,V,39710.0,1758590.0,8.61111111111111,39710.0,11:01:50,0.0
02/06/2021,11:00:00,10:59:52,V,,1758620.0,9.166666666666666,39714.092,11:01:54,0.0
02/06/2021,11:00:00,10:59:52,V,,1758650.0,9.722222222222221,39717.268,11:01:57,0.0
02/06/2021,11:00:00,10:59:52,V,,1758690.0,10.555555555555555,39721.213,11:02:01,0.0
02/06/2021,11:00:00,10:59:52,V,,1758720.0,11.11111111111111,39723.982,11:02:04,0.0
02/06/2021,11:00:00,10:59:52,V,,1758760.0,11.944444444444445,39727.452,11:02:07,0.0
02/06/2021,11:00:00,10:59:52,V,,1758790.0,12.5,39729.907,11:02:10,0.0
02/06/2021,11:00:00,10:59:52,V,,1758860.0,13.88888888888889,39735.212,11:02:15,0.0
02/06/2021,11:00:00,10:59:52,V,,1758940.0,15.277777777777777,39740.698,11:02:21,0.0
02/06/2021,11:00:00,10:59:52,V,,1759030.0,16.666666666666668,39746.333,11:02:26,0.0
02/06/2021,11:00:00,10:59:52,V,39750.0,1759080.0,17.22222222222222,39750.0,11:02:30,0.0
02/06/2021,11:00:00,10:59:52,V,,1759140.0,18.055555555555554,39753.274,11:02:33,0.0
02/06/2021,11:00:00,10:59:52,V,,1759270.0,19.444444444444443,39760.208,11:02:40,0.0
02/06/2021,11:00:00,10:59:52,V,,1759410.0,20.833333333333332,39767.159,11:02:47,0.0
02/06/2021,11:00:00,10:59:52,V,,1759560.0,22.22222222222222,39774.127,11:02:54,0.0
02/06/2021,11:00:00,10:59:52,V,39778.0,1759650.0,22.77777777777778,39778.0,11:02:58,0.0
02/06/2021,11:00:00,10:59:52,V,,1759740.0,23.61111111111111,39782.055,11:03:02,0.0
02/06/2021,11:00:00,10:59:52,V,,1760050.0,25.0,39794.809,11:03:15,0.0
02/06/2021,11:00:00,10:59:52,V,39806.0,1760330.0,25.833333333333332,39806.0,11:03:26,0.0
02/06/2021,11:00:00,10:59:52,V,,1760410.0,26.38888888888889,39808.366,11:03:28,0.0
02/06/2021,11:00:00,10:59:52,V,,1760800.0,27.77777777777778,39822.766,11:03:43,0.0
02/06/2021,11:00:00,10:59:52,V,39832.0,1761080.0,28.61111111111111,39832.0,11:03:52,0.0
02/06/2021,11:00:00,10:59:52,V,39834.0,1761090.0,28.61111111111111,39834.0,11:03:54,0.0
02/06/2021,11:00:00,10:59:52,V,,1761250.0,29.166666666666664,39838.826,11:03:59,0.0
02/06/2021,11:00:00,10:59:52,V,39854.0,1761720.0,30.0,39854.0,11:04:14,0.0
02/06/2021,11:00:00,10:59:52,V,,1762230.0,30.555555555555554,39871.004,11:04:31,0.0
02/06/2021,11:00:00,10:59:52,V,39880.0,1762500.0,30.555555555555554,39880.0,11:04:40,0.0
02/06/2021,11:00:00,10:59:52,V,39886.0,1762660.0,30.833333333333332,39886.0,11:04:46,0.0
02/06/2021,11:00:00,10:59:52,V,39898.0,1763070.0,30.555555555555554,39898.0,11:04:58,0.0
02/06/2021,11:00:00,10:59:52,V,39902.0,1763180.0,30.555555555555554,39902.0,11:05:02,0.0
02/06/2021,11:00:00,10:59:52,V,39926.0,1763910.0,30.555555555555554,39926.0,11:05:26,0.0
02/06/2021,11:00:00,10:59:52,V,39938.0,1764250.0,30.833333333333332,39938.0,11:05:38,0.0
02/06/2021,11:00:00,10:59:52,V,39950.0,1764630.0,30.555555555555554,39950.0,11:05:50,0.0
02/06/2021,11:00:00,10:59:52,V,39974.0,1765380.0,30.833333333333332,39974.0,11:06:14,0.0
02/06/2021,11:00:00,10:59:52,V,39996.0,1766020.0,30.833333333333332,39996.0,11:06:36,0.0
02/06/2021,11:00:00,10:59:52,V,40020.0,1766790.0,31.666666666666664,40020.0,11:07:00,0.0
02/06/2021,11:00:00,10:59:52,V,,1766820.0,31.944444444444443,40021.441,11:07:01,0.0
02/06/2021,11:00:00,10:59:52,V,,1767830.0,33.333333333333336,40052.386,11:07:32,0.0
02/06/2021,11:00:00,10:59:52,V,,1768060.0,34.72222222222222,40059.145,11:07:39,0.0
02/06/2021,11:00:00,10:59:52,V,,1768310.0,36.11111111111111,40066.204,11:07:46,0.0
02/06/2021,11:00:00,10:59:52,V,40070.0,1768430.0,36.666666666666664,40070.0,11:07:50,0.0
02/06/2021,11:00:00,10:59:52,V,,1768580.0,37.5,40074.189,11:07:54,0.0
02/06/2021,11:00:00,10:59:52,V,,1768880.0,38.888888888888886,40082.044,11:08:02,0.0
