Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,seg_number,reconstructed_times,reconstructed_times_str
10/06/2021,11:00:00,11:00:06,V,39610.0,113100.0,0.0,0.0,39610.0,11:00:10
10/06/2021,11:00:00,11:00:06,V,,113110.0,2.7777777777777777,0.0,39618.886,11:00:19
10/06/2021,11:00:00,11:00:06,V,39624.0,113120.0,3.0555555555555554,0.0,39624.0,11:00:24
10/06/2021,11:00:00,11:00:06,V,39632.0,113140.0,3.0555555555555554,0.0,39632.0,11:00:32
10/06/2021,11:00:00,11:00:06,V,,113170.0,3.611111111111111,0.0,39640.42,11:00:40
10/06/2021,11:00:00,11:00:06,V,,113180.0,4.166666666666667,0.0,39642.991,11:00:43
10/06/2021,11:00:00,11:00:06,V,,113190.0,5.0,0.0,39645.173,11:00:45
10/06/2021,11:00:00,11:00:06,V,,113210.0,5.555555555555555,0.0,39648.962,11:00:49
10/06/2021,11:00:00,11:00:06,V,,113230.0,6.388888888888888,0.0,39652.311,11:00:52
10/06/2021,11:00:00,11:00:06,V,,113240.0,6.944444444444445,0.0,39653.811,11:00:54
10/06/2021,11:00:00,11:00:06,V,39656.0,113260.0,7.5,0.0,39656.0,11:00:56
10/06/2021,11:00:00,11:00:06,V,,113270.0,7.777777777777778,0.0,39657.023,11:00:57
10/06/2021,11:00:00,11:00:06,V,39658.0,113280.0,8.055555555555555,0.0,39658.0,11:00:58
10/06/2021,11:00:00,11:00:06,V,39660.0,113290.0,8.055555555555555,0.0,39660.0,11:01:00
10/06/2021,11:00:00,11:00:06,V,39662.0,113300.0,8.055555555555555,0.0,39662.0,11:01:02
10/06/2021,11:00:00,11:00:06,V,39664.0,113320.0,8.055555555555555,0.0,39664.0,11:01:04
10/06/2021,11:00:00,11:00:06,V,39668.0,113350.0,7.777777777777778,0.0,39668.0,11:01:08
10/06/2021,11:00:00,11:00:06,V,,113500.0,6.944444444444445,0.0,39688.046,11:01:28
10/06/2021,11:00:00,11:00:06,V,39698.0,113570.0,6.666666666666666,0.0,39698.0,11:01:38
10/06/2021,11:00:00,11:00:06,V,39700.0,113580.0,6.666666666666666,0.0,39700.0,11:01:40
10/06/2021,11:00:00,11:00:06,V,39706.0,113630.0,6.666666666666666,0.0,39706.0,11:01:46
10/06/2021,11:00:00,11:00:06,V,39710.0,113650.0,6.944444444444445,0.0,39710.0,11:01:50
10/06/2021,11:00:00,11:00:06,V,39712.0,113670.0,6.944444444444445,0.0,39712.0,11:01:52
10/06/2021,11:00:00,11:00:06,V,39714.0,113680.0,6.944444444444445,0.0,39714.0,11:01:54
10/06/2021,11:00:00,11:00:06,V,39720.0,113730.0,7.5,0.0,39720.0,11:02:00
10/06/2021,11:00:00,11:00:06,V,39722.0,113740.0,7.5,0.0,39722.0,11:02:02
10/06/2021,11:00:00,11:00:06,V,,113760.0,7.777777777777778,0.0,39724.666,11:02:05
10/06/2021,11:00:00,11:00:06,V,39726.0,113770.0,7.777777777777778,0.0,39726.0,11:02:06
10/06/2021,11:00:00,11:00:06,V,39728.0,113780.0,7.777777777777778,0.0,39728.0,11:02:08
10/06/2021,11:00:00,11:00:06,V,,113850.0,8.333333333333334,0.0,39736.745,11:02:17
10/06/2021,11:00:00,11:00:06,V,39738.0,113860.0,8.333333333333334,0.0,39738.0,11:02:18
10/06/2021,11:00:00,11:00:06,V,39740.0,113880.0,8.333333333333334,0.0,39740.0,11:02:20
