Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
27/05/2021,15:51:00,15:50:44,V,,2346850.0,0.0,58003.155,16:06:43,
27/05/2021,15:51:00,15:50:44,V,,2346860.0,0.8333333333333333,58027.155,16:07:07,
27/05/2021,15:51:00,15:50:44,V,,2346870.0,2.2222222222222223,58033.7,16:07:14,
27/05/2021,15:51:00,15:50:44,V,,2346880.0,2.7777777777777777,58037.7,16:07:18,
27/05/2021,15:51:00,15:50:44,V,,2346890.0,3.611111111111111,58040.831,16:07:21,
27/05/2021,15:51:00,15:50:44,V,,2346900.0,4.166666666666667,58043.402,16:07:23,
27/05/2021,15:51:00,15:50:44,V,,2346930.0,5.0,58049.948,16:07:30,
27/05/2021,15:51:00,15:50:44,V,,2346950.0,5.555555555555555,58053.737,16:07:34,
27/05/2021,15:51:00,15:50:44,V,,2346990.0,6.388888888888888,58060.435,16:07:40,
27/05/2021,15:51:00,15:50:44,V,58062.0,2347000.0,6.388888888888888,58062.0,16:07:42,
27/05/2021,15:51:00,15:50:44,V,58062.0,2347000.0,6.388888888888888,58062.0,16:07:42,0.0
27/05/2021,15:51:00,15:50:44,V,,2347020.0,6.944444444444445,58064.78,16:07:45,0.0
27/05/2021,15:51:00,15:50:44,V,58066.0,2347030.0,6.944444444444445,58066.0,16:07:46,0.0
27/05/2021,15:51:00,15:50:44,V,,2347050.0,7.777777777777778,58069.17,16:07:49,0.0
27/05/2021,15:51:00,15:50:44,V,,2347070.0,8.333333333333334,58071.653,16:07:52,0.0
27/05/2021,15:51:00,15:50:44,V,,2347100.0,9.166666666666666,58075.082,16:07:55,0.0
27/05/2021,15:51:00,15:50:44,V,,2347120.0,9.722222222222221,58077.199,16:07:57,0.0
27/05/2021,15:51:00,15:50:44,V,,2347150.0,10.555555555555555,58080.158,16:08:00,0.0
27/05/2021,15:51:00,15:50:44,V,,2347180.0,11.11111111111111,58082.927,16:08:03,0.0
27/05/2021,15:51:00,15:50:44,V,,2347220.0,11.944444444444445,58086.397,16:08:06,0.0
27/05/2021,15:51:00,15:50:44,V,,2347250.0,12.5,58088.852,16:08:09,0.0
27/05/2021,15:51:00,15:50:44,V,,2347330.0,13.88888888888889,58094.915,16:08:15,0.0
27/05/2021,15:51:00,15:50:44,V,,2347420.0,15.277777777777777,58101.086,16:08:21,0.0
27/05/2021,15:51:00,15:50:44,V,58106.0,2347490.0,16.11111111111111,58106.0,16:08:26,0.0
27/05/2021,15:51:00,15:50:44,V,58108.0,2347530.0,16.11111111111111,58108.0,16:08:28,0.0
27/05/2021,15:51:00,15:50:44,V,58114.0,2347610.0,16.11111111111111,58114.0,16:08:34,0.0
27/05/2021,15:51:00,15:50:44,V,58118.0,2347670.0,16.11111111111111,58118.0,16:08:38,0.0
27/05/2021,15:51:00,15:50:44,V,58124.0,2347780.0,15.833333333333332,58124.0,16:08:44,0.0
27/05/2021,15:51:00,15:50:44,V,58126.0,2347810.0,15.833333333333332,58126.0,16:08:46,0.0
27/05/2021,15:51:00,15:50:44,V,58130.0,2347890.0,16.11111111111111,58130.0,16:08:50,0.0
27/05/2021,15:51:00,15:50:44,V,58136.0,2347980.0,16.38888888888889,58136.0,16:08:56,0.0
27/05/2021,15:51:00,15:50:44,V,58138.0,2348010.0,16.38888888888889,58138.0,16:08:58,0.0
27/05/2021,15:51:00,15:50:44,V,58162.0,2348380.0,15.833333333333332,58162.0,16:09:22,0.0
27/05/2021,15:51:00,15:50:44,V,58164.0,2348420.0,15.833333333333332,58164.0,16:09:24,0.0
27/05/2021,15:51:00,15:50:44,V,58186.0,2348770.0,15.833333333333332,58186.0,16:09:46,0.0
27/05/2021,15:51:00,15:50:44,V,58194.0,2348880.0,15.555555555555555,58194.0,16:09:54,0.0
27/05/2021,15:51:00,15:50:44,V,58196.0,2348910.0,15.555555555555555,58196.0,16:09:56,0.0
27/05/2021,15:51:00,15:50:44,V,58198.0,2348970.0,15.277777777777777,58198.0,16:09:58,0.0
27/05/2021,15:51:00,15:50:44,V,58200.0,2348990.0,15.277777777777777,58200.0,16:10:00,0.0
27/05/2021,15:51:00,15:50:44,V,58210.0,2349160.0,15.833333333333332,58210.0,16:10:10,0.0
27/05/2021,15:51:00,15:50:44,V,58212.0,2349190.0,15.833333333333332,58212.0,16:10:12,0.0
27/05/2021,15:51:00,15:50:44,V,58236.0,2349540.0,14.444444444444445,58236.0,16:10:36,0.0
27/05/2021,15:51:00,15:50:44,V,58238.0,2349560.0,14.166666666666666,58238.0,16:10:38,0.0
27/05/2021,15:51:00,15:50:44,V,58240.0,2349600.0,14.166666666666666,58240.0,16:10:40,0.0
27/05/2021,15:51:00,15:50:44,V,,2349610.0,13.88888888888889,58240.996,16:10:41,0.0
27/05/2021,15:51:00,15:50:44,V,58242.0,2349620.0,13.88888888888889,58242.0,16:10:42,0.0
27/05/2021,15:51:00,15:50:44,V,58256.0,2349840.0,15.0,58256.0,16:10:56,0.0
27/05/2021,15:51:00,15:50:44,V,58258.0,2349860.0,15.0,58258.0,16:10:58,0.0
27/05/2021,15:51:00,15:50:44,V,58268.0,2350000.0,15.0,58268.0,16:11:08,0.0
27/05/2021,15:51:00,15:50:44,V,58284.0,2350240.0,15.0,58284.0,16:11:24,0.0
27/05/2021,15:51:00,15:50:44,V,,2350250.0,15.277777777777777,58284.67,16:11:25,0.0
27/05/2021,15:51:00,15:50:44,V,58286.0,2350270.0,15.0,58286.0,16:11:26,0.0
27/05/2021,15:51:00,15:50:44,V,58288.0,2350290.0,15.0,58288.0,16:11:28,0.0
27/05/2021,15:51:00,15:50:44,V,58294.0,2350400.0,15.555555555555555,58294.0,16:11:34,0.0
27/05/2021,15:51:00,15:50:44,V,58300.0,2350480.0,15.277777777777777,58300.0,16:11:40,0.0
27/05/2021,15:51:00,15:50:44,V,58310.0,2350630.0,14.722222222222221,58310.0,16:11:50,0.0
27/05/2021,15:51:00,15:50:44,V,58322.0,2350800.0,15.277777777777777,58322.0,16:12:02,0.0
27/05/2021,15:51:00,15:50:44,V,58324.0,2350840.0,15.0,58324.0,16:12:04,0.0
27/05/2021,15:51:00,15:50:44,V,,2350880.0,13.88888888888889,58326.09,16:12:06,0.0
27/05/2021,15:51:00,15:50:44,V,,2350930.0,12.5,58329.879,16:12:10,0.0
27/05/2021,15:51:00,15:50:44,V,58330.0,2350940.0,12.5,58330.0,16:12:10,0.0
27/05/2021,15:51:00,15:50:44,V,58332.0,2350960.0,11.944444444444445,58332.0,16:12:12,0.0
27/05/2021,15:51:00,15:50:44,V,,2350970.0,11.666666666666666,58333.556,16:12:14,0.0
27/05/2021,15:51:00,15:50:44,V,58336.0,2350990.0,11.38888888888889,58336.0,16:12:16,0.0
27/05/2021,15:51:00,15:50:44,V,58338.0,2351020.0,11.11111111111111,58338.0,16:12:18,0.0
27/05/2021,15:51:00,15:50:44,V,,2351190.0,10.277777777777777,58354.137,16:12:34,0.0
27/05/2021,15:51:00,15:50:44,V,58404.0,2351700.0,10.277777777777777,58404.0,16:13:24,0.0
27/05/2021,15:51:00,15:50:44,V,58408.0,2351740.0,10.277777777777777,58408.0,16:13:28,0.0
27/05/2021,15:51:00,15:50:44,V,58428.0,2351960.0,10.0,58428.0,16:13:48,0.0
27/05/2021,15:51:00,15:50:44,V,58464.0,2352310.0,10.0,58464.0,16:14:24,0.0
27/05/2021,15:51:00,15:50:44,V,,2352810.0,11.11111111111111,58512.229,16:15:12,0.0
27/05/2021,15:51:00,15:50:44,V,,2352880.0,11.944444444444445,58518.302,16:15:18,0.0
27/05/2021,15:51:00,15:50:44,V,58520.0,2352890.0,11.944444444444445,58520.0,16:15:20,0.0
27/05/2021,15:51:00,15:50:44,V,,2352920.0,12.5,58521.941,16:15:22,0.0
27/05/2021,15:51:00,15:50:44,V,,2353030.0,13.88888888888889,58530.278,16:15:30,0.0
27/05/2021,15:51:00,15:50:44,V,58534.0,2353090.0,14.444444444444445,58534.0,16:15:34,0.0
27/05/2021,15:51:00,15:50:44,V,,2353170.0,15.277777777777777,58539.555,16:15:40,0.0
27/05/2021,15:51:00,15:50:44,V,,2353350.0,16.666666666666668,58550.825,16:15:51,0.0
27/05/2021,15:51:00,15:50:44,V,,2353580.0,18.055555555555554,58564.073,16:16:04,0.0
27/05/2021,15:51:00,15:50:44,V,,2353920.0,19.444444444444443,58582.206,16:16:22,0.0
27/05/2021,15:51:00,15:50:44,V,58600.0,2354270.0,20.27777777777778,58600.0,16:16:40,0.0
27/05/2021,15:51:00,15:50:44,V,,2354360.0,20.833333333333332,58604.709,16:16:45,0.0
27/05/2021,15:51:00,15:50:44,V,58606.0,2354380.0,20.833333333333332,58606.0,16:16:46,0.0
27/05/2021,15:51:00,15:50:44,V,58608.0,2354410.0,20.833333333333332,58608.0,16:16:48,0.0
27/05/2021,15:51:00,15:50:44,V,58612.0,2354480.0,20.833333333333332,58612.0,16:16:52,0.0
27/05/2021,15:51:00,15:50:44,V,58618.0,2354640.0,21.11111111111111,58618.0,16:16:58,0.0
27/05/2021,15:51:00,15:50:44,V,,2354960.0,22.22222222222222,58633.293,16:17:13,0.0
27/05/2021,15:51:00,15:50:44,V,58640.0,2355100.0,23.055555555555554,58640.0,16:17:20,0.0
27/05/2021,15:51:00,15:50:44,V,,2355140.0,23.61111111111111,58641.594,16:17:22,0.0
27/05/2021,15:51:00,15:50:44,V,58644.0,2355200.0,23.88888888888889,58644.0,16:17:24,0.0
27/05/2021,15:51:00,15:50:44,V,58646.0,2355240.0,24.444444444444443,58646.0,16:17:26,0.0
27/05/2021,15:51:00,15:50:44,V,,2355310.0,25.0,58648.222,16:17:28,0.0
27/05/2021,15:51:00,15:50:44,V,58650.0,2355370.0,25.27777777777778,58650.0,16:17:30,0.0
27/05/2021,15:51:00,15:50:44,V,58654.0,2355440.0,25.833333333333332,58654.0,16:17:34,0.0
