Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
30/06/2021,11:00:00,11:01:46,V,,1393600.0,0.0,39706.765,11:01:47,
30/06/2021,11:00:00,11:01:46,V,,1393610.0,2.2222222222222223,39715.765,11:01:56,
30/06/2021,11:00:00,11:01:46,V,39720.0,1393620.0,2.5,39720.0,11:02:00,
30/06/2021,11:00:00,11:01:46,V,39720.0,1393620.0,2.5,39720.0,11:02:00,0.0
30/06/2021,11:00:00,11:01:46,V,39728.0,1393640.0,2.5,39728.0,11:02:08,0.0
30/06/2021,11:00:00,11:01:46,V,,1393660.0,3.611111111111111,39734.939,11:02:15,0.0
30/06/2021,11:00:00,11:01:46,V,39738.0,1393670.0,3.888888888888889,39738.0,11:02:18,0.0
30/06/2021,11:00:00,11:01:46,V,39750.0,1393710.0,3.888888888888889,39750.0,11:02:30,0.0
30/06/2021,11:00:00,11:01:46,V,39754.0,1393720.0,3.888888888888889,39754.0,11:02:34,0.0
30/06/2021,11:00:00,11:01:46,V,,1393730.0,4.166666666666667,39755.878,11:02:36,0.0
30/06/2021,11:00:00,11:01:46,V,,1393740.0,5.0,39758.06,11:02:38,0.0
30/06/2021,11:00:00,11:01:46,V,,1393760.0,5.555555555555555,39761.849,11:02:42,0.0
30/06/2021,11:00:00,11:01:46,V,,1393810.0,6.388888888888888,39770.222,11:02:50,0.0
30/06/2021,11:00:00,11:01:46,V,39788.0,1393930.0,6.666666666666666,39788.0,11:03:08,0.0
30/06/2021,11:00:00,11:01:46,V,39790.0,1393940.0,6.666666666666666,39790.0,11:03:10,0.0
30/06/2021,11:00:00,11:01:46,V,39794.0,1393960.0,6.111111111111111,39794.0,11:03:14,0.0
30/06/2021,11:00:00,11:01:46,V,39798.0,1393980.0,5.833333333333333,39798.0,11:03:18,0.0
30/06/2021,11:00:00,11:01:46,V,39810.0,1394050.0,6.388888888888888,39810.0,11:03:30,0.0
30/06/2021,11:00:00,11:01:46,V,,1394290.0,6.944444444444445,39845.765,11:04:06,0.0
30/06/2021,11:00:00,11:01:46,V,39854.0,1394350.0,7.222222222222222,39854.0,11:04:14,0.0
30/06/2021,11:00:00,11:01:46,V,,1394420.0,7.777777777777778,39863.985,11:04:24,0.0
30/06/2021,11:00:00,11:01:46,V,,1394460.0,8.333333333333334,39868.951,11:04:29,0.0
30/06/2021,11:00:00,11:01:46,V,,1394510.0,9.166666666666666,39874.665,11:04:35,0.0
30/06/2021,11:00:00,11:01:46,V,,1394540.0,9.722222222222221,39877.842,11:04:38,0.0
30/06/2021,11:00:00,11:01:46,V,,1394570.0,10.555555555555555,39880.801,11:04:41,0.0
30/06/2021,11:00:00,11:01:46,V,,1394600.0,11.11111111111111,39883.57,11:04:44,0.0
30/06/2021,11:00:00,11:01:46,V,,1394650.0,11.944444444444445,39887.907,11:04:48,0.0
30/06/2021,11:00:00,11:01:46,V,,1394680.0,12.5,39890.362,11:04:50,0.0
30/06/2021,11:00:00,11:01:46,V,,1394760.0,13.88888888888889,39896.425,11:04:56,0.0
30/06/2021,11:00:00,11:01:46,V,39904.0,1394860.0,15.0,39904.0,11:05:04,0.0
30/06/2021,11:00:00,11:01:46,V,,1394970.0,16.666666666666668,39910.724,11:05:11,0.0
30/06/2021,11:00:00,11:01:46,V,,1395070.0,18.055555555555554,39916.484,11:05:16,0.0
30/06/2021,11:00:00,11:01:46,V,,1395180.0,19.444444444444443,39922.351,11:05:22,0.0
30/06/2021,11:00:00,11:01:46,V,,1395270.0,20.833333333333332,39926.82,11:05:27,0.0
30/06/2021,11:00:00,11:01:46,V,,1395410.0,22.22222222222222,39933.323,11:05:33,0.0
30/06/2021,11:00:00,11:01:46,V,39934.0,1395430.0,22.22222222222222,39934.0,11:05:34,0.0
30/06/2021,11:00:00,11:01:46,V,,1395660.0,23.61111111111111,39944.293,11:05:44,0.0
30/06/2021,11:00:00,11:01:46,V,,1395840.0,25.0,39951.698,11:05:52,0.0
30/06/2021,11:00:00,11:01:46,V,,1396040.0,26.38888888888889,39959.482,11:05:59,0.0
30/06/2021,11:00:00,11:01:46,V,39962.0,1396100.0,26.666666666666664,39962.0,11:06:02,0.0
30/06/2021,11:00:00,11:01:46,V,,1396260.0,27.77777777777778,39967.855,11:06:08,0.0
30/06/2021,11:00:00,11:01:46,V,,1396520.0,29.166666666666664,39976.987,11:06:17,0.0
30/06/2021,11:00:00,11:01:46,V,,1396830.0,30.555555555555554,39987.368,11:06:27,0.0
30/06/2021,11:00:00,11:01:46,V,39988.0,1396850.0,30.555555555555554,39988.0,11:06:28,0.0
30/06/2021,11:00:00,11:01:46,V,40008.0,1397480.0,31.666666666666664,40008.0,11:06:48,0.0
30/06/2021,11:00:00,11:01:46,V,,1397700.0,31.944444444444443,40015.029,11:06:55,0.0
30/06/2021,11:00:00,11:01:46,V,,1398030.0,33.333333333333336,40025.14,11:07:05,0.0
30/06/2021,11:00:00,11:01:46,V,,1398240.0,34.72222222222222,40031.312,11:07:11,0.0
30/06/2021,11:00:00,11:01:46,V,40032.0,1398260.0,34.72222222222222,40032.0,11:07:12,0.0
30/06/2021,11:00:00,11:01:46,V,,1398490.0,36.11111111111111,40039.087,11:07:19,0.0
30/06/2021,11:00:00,11:01:46,V,40052.0,1398940.0,36.94444444444444,40052.0,11:07:32,0.0
30/06/2021,11:00:00,11:01:46,V,,1399500.0,37.5,40067.256,11:07:47,0.0
