Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
21/07/2021,15:51:00,15:50:50,V,,7090.0,0.0,57893.562,16:04:54,
21/07/2021,15:51:00,15:50:50,V,,7100.0,1.3888888888888888,57907.962,16:05:08,
21/07/2021,15:51:00,15:50:50,V,,7110.0,2.2222222222222223,57913.5,16:05:14,
21/07/2021,15:51:00,15:50:50,V,57918.0,7120.0,2.2222222222222223,57918.0,16:05:18,
21/07/2021,15:51:00,15:50:50,V,57918.0,7120.0,2.2222222222222223,57918.0,16:05:18,0.0
21/07/2021,15:51:00,15:50:50,V,57922.0,7130.0,2.2222222222222223,57922.0,16:05:22,0.0
21/07/2021,15:51:00,15:50:50,V,,7140.0,2.7777777777777777,57927.311,16:05:27,0.0
21/07/2021,15:51:00,15:50:50,V,,7150.0,4.166666666666667,57930.191,16:05:30,0.0
21/07/2021,15:51:00,15:50:50,V,,7160.0,5.0,57932.373,16:05:32,0.0
21/07/2021,15:51:00,15:50:50,V,,7170.0,5.555555555555555,57934.268,16:05:34,0.0
21/07/2021,15:51:00,15:50:50,V,,7180.0,6.388888888888888,57935.942,16:05:36,0.0
21/07/2021,15:51:00,15:50:50,V,,7190.0,6.944444444444445,57937.442,16:05:37,0.0
21/07/2021,15:51:00,15:50:50,V,,7210.0,7.777777777777778,57940.159,16:05:40,0.0
21/07/2021,15:51:00,15:50:50,V,,7220.0,8.333333333333334,57941.4,16:05:41,0.0
21/07/2021,15:51:00,15:50:50,V,,7250.0,9.166666666666666,57944.829,16:05:45,0.0
21/07/2021,15:51:00,15:50:50,V,,7280.0,9.722222222222221,57948.005,16:05:48,0.0
21/07/2021,15:51:00,15:50:50,V,,7320.0,10.555555555555555,57951.951,16:05:52,0.0
21/07/2021,15:51:00,15:50:50,V,,7360.0,11.11111111111111,57955.643,16:05:56,0.0
21/07/2021,15:51:00,15:50:50,V,,7420.0,11.944444444444445,57960.848,16:06:01,0.0
21/07/2021,15:51:00,15:50:50,V,,7460.0,12.5,57964.121,16:06:04,0.0
21/07/2021,15:51:00,15:50:50,V,,7570.0,13.88888888888889,57972.457,16:06:12,0.0
21/07/2021,15:51:00,15:50:50,V,,7710.0,15.277777777777777,57982.057,16:06:22,0.0
21/07/2021,15:51:00,15:50:50,V,57996.0,7910.0,16.38888888888889,57996.0,16:06:36,0.0
