Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
09/06/2021,15:51:00,15:50:56,V,,4990.0,0.0,57838.572,16:03:59,
09/06/2021,15:51:00,15:50:56,V,,5000.0,2.2222222222222223,57847.572,16:04:08,
09/06/2021,15:51:00,15:50:56,V,,5010.0,3.611111111111111,57851.0,16:04:11,
09/06/2021,15:51:00,15:50:56,V,,5020.0,4.166666666666667,57853.572,16:04:14,
09/06/2021,15:51:00,15:50:56,V,,5030.0,5.0,57855.754,16:04:16,
09/06/2021,15:51:00,15:50:56,V,,5040.0,5.555555555555555,57857.648,16:04:18,
09/06/2021,15:51:00,15:50:56,V,,5060.0,6.388888888888888,57860.997,16:04:21,
09/06/2021,15:51:00,15:50:56,V,,5080.0,6.944444444444445,57863.997,16:04:24,
09/06/2021,15:51:00,15:50:56,V,,5100.0,7.777777777777778,57866.714,16:04:27,
09/06/2021,15:51:00,15:50:56,V,57868.0,5110.0,7.777777777777778,57868.0,16:04:28,
09/06/2021,15:51:00,15:50:56,V,57868.0,5110.0,7.777777777777778,57868.0,16:04:28,0.0
09/06/2021,15:51:00,15:50:56,V,57870.0,5130.0,8.055555555555555,57870.0,16:04:30,0.0
09/06/2021,15:51:00,15:50:56,V,57874.0,5160.0,8.055555555555555,57874.0,16:04:34,0.0
09/06/2021,15:51:00,15:50:56,V,,5190.0,9.166666666666666,57877.787,16:04:38,0.0
09/06/2021,15:51:00,15:50:56,V,,5200.0,9.722222222222221,57878.846,16:04:39,0.0
09/06/2021,15:51:00,15:50:56,V,,5220.0,10.555555555555555,57880.818,16:04:41,0.0
09/06/2021,15:51:00,15:50:56,V,,5240.0,11.11111111111111,57882.664,16:04:43,0.0
09/06/2021,15:51:00,15:50:56,V,,5270.0,11.944444444444445,57885.267,16:04:45,0.0
09/06/2021,15:51:00,15:50:56,V,,5280.0,12.5,57886.085,16:04:46,0.0
09/06/2021,15:51:00,15:50:56,V,,5340.0,13.88888888888889,57890.632,16:04:51,0.0
09/06/2021,15:51:00,15:50:56,V,,5400.0,15.277777777777777,57894.747,16:04:55,0.0
09/06/2021,15:51:00,15:50:56,V,,5480.0,16.666666666666668,57899.755,16:05:00,0.0
09/06/2021,15:51:00,15:50:56,V,,5580.0,18.055555555555554,57905.515,16:05:06,0.0
09/06/2021,15:51:00,15:50:56,V,57914.0,5730.0,18.61111111111111,57914.0,16:05:14,0.0
09/06/2021,15:51:00,15:50:56,V,57916.0,5800.0,18.61111111111111,57916.0,16:05:16,0.0
09/06/2021,15:51:00,15:50:56,V,57918.0,5810.0,18.61111111111111,57918.0,16:05:18,0.0
09/06/2021,15:51:00,15:50:56,V,57920.0,5840.0,18.61111111111111,57920.0,16:05:20,0.0
09/06/2021,15:51:00,15:50:56,V,57928.0,6030.0,18.333333333333332,57928.0,16:05:28,0.0
09/06/2021,15:51:00,15:50:56,V,57958.0,6520.0,17.5,57958.0,16:05:58,0.0
09/06/2021,15:51:00,15:50:56,V,57960.0,6560.0,17.5,57960.0,16:06:00,0.0
