Jour circulation,Depart theo SAT,Depart real SAT,Type,timestamps_secs,Distance,Vitesse,reconstructed_times,reconstructed_times_str,seg_number
01/07/2021,11:00:00,11:00:04,V,,1313380.0,0.0,39613.472,11:00:13,
01/07/2021,11:00:00,11:00:04,V,,1313390.0,1.3888888888888888,39627.872,11:00:28,
01/07/2021,11:00:00,11:00:04,V,,1313400.0,2.2222222222222223,39633.41,11:00:33,
01/07/2021,11:00:00,11:00:04,V,,1313420.0,2.7777777777777777,39641.41,11:00:41,
01/07/2021,11:00:00,11:00:04,V,,1313450.0,3.611111111111111,39650.802,11:00:51,
01/07/2021,11:00:00,11:00:04,V,,1313480.0,4.166666666666667,39658.516,11:00:59,
01/07/2021,11:00:00,11:00:04,V,,1313590.0,5.0,39682.516,11:01:23,
01/07/2021,11:00:00,11:00:04,V,,1313620.0,5.555555555555555,39688.2,11:01:28,
01/07/2021,11:00:00,11:00:04,V,39690.0,1313630.0,5.555555555555555,39690.0,11:01:30,
01/07/2021,11:00:00,11:00:04,V,39690.0,1313630.0,5.555555555555555,39690.0,11:01:30,0.0
01/07/2021,11:00:00,11:00:04,V,39692.0,1313650.0,5.555555555555555,39692.0,11:01:32,0.0
01/07/2021,11:00:00,11:00:04,V,39694.0,1313660.0,5.555555555555555,39694.0,11:01:34,0.0
01/07/2021,11:00:00,11:00:04,V,,1313760.0,6.388888888888888,39711.242,11:01:51,0.0
01/07/2021,11:00:00,11:00:04,V,39718.0,1313800.0,6.388888888888888,39718.0,11:01:58,0.0
01/07/2021,11:00:00,11:00:04,V,39720.0,1313810.0,6.388888888888888,39720.0,11:02:00,0.0
01/07/2021,11:00:00,11:00:04,V,39732.0,1313880.0,5.833333333333333,39732.0,11:02:12,0.0
01/07/2021,11:00:00,11:00:04,V,39734.0,1313890.0,5.833333333333333,39734.0,11:02:14,0.0
01/07/2021,11:00:00,11:00:04,V,39736.0,1313910.0,5.555555555555555,39736.0,11:02:16,0.0
01/07/2021,11:00:00,11:00:04,V,,1313950.0,6.388888888888888,39742.942,11:02:23,0.0
01/07/2021,11:00:00,11:00:04,V,,1313980.0,6.944444444444445,39747.442,11:02:27,0.0
01/07/2021,11:00:00,11:00:04,V,,1314040.0,7.777777777777778,39755.593,11:02:36,0.0
01/07/2021,11:00:00,11:00:04,V,,1314080.0,8.333333333333334,39760.559,11:02:41,0.0
