"","Jour.circulation","Depart.theo.SAT","Depart.real.SAT","Heure.franchissement","CumDist","Duration","Vitesse","Interpolated"
"1","02/06/2021",11,10.9977777777778,10.9966666666667,0,0,0,"Yes"
"2","02/06/2021",11,10.9977777777778,11,0.01,0.200000000000031,6,"No"
"3","02/06/2021",11,10.9977777777778,11,0.01,0.200000000000031,6,"No"
"4","02/06/2021",11,10.9977777777778,11.0022222222222,0.02,0.333333333333385,8,"Yes"
"5","02/06/2021",11,10.9977777777778,11.0030555555556,0.03,0.38333333333334,13,"Yes"
"6","02/06/2021",11,10.9977777777778,11.0038888888889,0.04,0.433333333333401,15,"Yes"
"7","02/06/2021",11,10.9977777777778,11.0055555555556,0.07,0.533333333333417,18,"Yes"
"8","02/06/2021",11,10.9977777777778,11.0061111111111,0.08,0.566666666666649,20,"Yes"
"9","02/06/2021",11,10.9977777777778,11.0066666666667,0.09,0.599999999999987,23,"Yes"
"10","02/06/2021",11,10.9977777777778,11.0069444444444,0.1,0.61666666666671,25,"Yes"
"11","02/06/2021",11,10.9977777777778,11.0075,0.11,0.650000000000048,28,"Yes"
"12","02/06/2021",11,10.9977777777778,11.0077777777778,0.12,0.666666666666664,30,"Yes"
"13","02/06/2021",11,10.9977777777778,11.0088888888889,0.13,0.733333333333341,32,"No"
"14","02/06/2021",11,10.9977777777778,11.0094444444444,0.16,0.76666666666668,32,"No"
"15","02/06/2021",11,10.9977777777778,11.01,0.17,0.800000000000018,32,"No"
"16","02/06/2021",11,10.9977777777778,11.0105555555556,0.19,0.833333333333357,31,"No"
"17","02/06/2021",11,10.9977777777778,11.0127777777778,0.26,0.966666666666711,30,"No"
"18","02/06/2021",11,10.9977777777778,11.02,0.46,1.40000000000001,29,"No"
"19","02/06/2021",11,10.9977777777778,11.0305555555556,0.78,2.03333333333333,31,"No"
"20","02/06/2021",11,10.9977777777778,11.0316666666667,0.81,2.10000000000001,33,"Yes"
"21","02/06/2021",11,10.9977777777778,11.0325,0.84,2.15000000000007,35,"Yes"
"22","02/06/2021",11,10.9977777777778,11.0336111111111,0.88,2.21666666666675,38,"Yes"
"23","02/06/2021",11,10.9977777777778,11.0344444444444,0.91,2.2666666666667,40,"Yes"
"24","02/06/2021",11,10.9977777777778,11.0352777777778,0.95,2.31666666666666,43,"Yes"
"25","02/06/2021",11,10.9977777777778,11.0361111111111,0.98,2.36666666666672,45,"Yes"
"26","02/06/2021",11,10.9977777777778,11.0375,1.05,2.45000000000001,50,"Yes"
"27","02/06/2021",11,10.9977777777778,11.0391666666667,1.13,2.55000000000003,55,"Yes"
"28","02/06/2021",11,10.9977777777778,11.0405555555556,1.22,2.63333333333332,60,"Yes"
"29","02/06/2021",11,10.9977777777778,11.0416666666667,1.27,2.7,62,"No"
"30","02/06/2021",11,10.9977777777778,11.0425,1.33,2.75000000000006,65,"Yes"
"31","02/06/2021",11,10.9977777777778,11.0444444444444,1.46,2.86666666666669,70,"Yes"
"32","02/06/2021",11,10.9977777777778,11.0463888888889,1.6,2.98333333333332,75,"Yes"
"33","02/06/2021",11,10.9977777777778,11.0483333333333,1.75,3.10000000000006,80,"Yes"
