"","Jour.circulation","Depart.theo.SAT","Depart.real.SAT","Heure.franchissement","CumDist","Duration","Vitesse","Interpolated"
"1","01/06/2021",11,10.9983333333333,10.9994444444444,0,0,0,"No"
"2","01/06/2021",11,10.9983333333333,11.0025,0.01,0.183333333333309,8,"Yes"
"3","01/06/2021",11,10.9983333333333,11.0036111111111,0.02,0.249999999999986,10,"Yes"
"4","01/06/2021",11,10.9983333333333,11.0052777777778,0.04,0.350000000000001,13,"Yes"
"5","01/06/2021",11,10.9983333333333,11.0072222222222,0.06,0.466666666666633,14,"No"
"6","01/06/2021",11,10.9983333333333,11.0077777777778,0.07,0.499999999999972,15,"No"
"7","01/06/2021",11,10.9983333333333,11.0111111111111,0.11,0.700000000000003,14,"No"
"8","01/06/2021",11,10.9983333333333,11.0116666666667,0.12,0.733333333333341,14,"No"
"9","01/06/2021",11,10.9983333333333,11.015,0.17,0.933333333333373,18,"Yes"
"10","01/06/2021",11,10.9983333333333,11.0155555555556,0.18,0.966666666666711,18,"No"
"11","01/06/2021",11,10.9983333333333,11.0163888888889,0.2,1.01666666666667,20,"Yes"
"12","01/06/2021",11,10.9983333333333,11.0177777777778,0.23,1.09999999999996,23,"Yes"
"13","01/06/2021",11,10.9983333333333,11.0186111111111,0.25,1.15000000000002,25,"Yes"
"14","01/06/2021",11,10.9983333333333,11.0188888888889,0.26,1.16666666666664,25,"No"
"15","01/06/2021",11,10.9983333333333,11.02,0.29,1.23333333333331,27,"No"
"16","01/06/2021",11,10.9983333333333,11.0205555555556,0.3,1.26666666666665,27,"No"
"17","01/06/2021",11,10.9983333333333,11.0258333333333,0.43,1.58333333333331,22,"Yes"
"18","01/06/2021",11,10.9983333333333,11.0261111111111,0.44,1.60000000000004,22,"No"
"19","01/06/2021",11,10.9983333333333,11.0266666666667,0.45,1.63333333333338,22,"No"
"20","01/06/2021",11,10.9983333333333,11.0277777777778,0.48,1.70000000000005,23,"No"
"21","01/06/2021",11,10.9983333333333,11.0283333333333,0.49,1.73333333333339,25,"Yes"
"22","01/06/2021",11,10.9983333333333,11.0288888888889,0.5,1.76666666666662,26,"No"
"23","01/06/2021",11,10.9983333333333,11.0297222222222,0.52,1.81666666666668,28,"Yes"
"24","01/06/2021",11,10.9983333333333,11.03,0.53,1.8333333333333,28,"No"
"25","01/06/2021",11,10.9983333333333,11.0305555555556,0.55,1.86666666666664,28,"No"
"26","01/06/2021",11,10.9983333333333,11.0322222222222,0.59,1.96666666666665,26,"No"
"27","01/06/2021",11,10.9983333333333,11.0327777777778,0.61,1.99999999999999,26,"No"
"28","01/06/2021",11,10.9983333333333,11.0330555555556,0.62,2.01666666666672,25,"Yes"
