"","Jour.circulation","Depart.theo.SAT","Depart.real.SAT","Heure.franchissement","CumDist","Duration","Vitesse","Interpolated"
"1","22/04/2021",15.85,15.8494444444444,16.0716666666667,0,0,0,"Yes"
"2","22/04/2021",15.85,15.8494444444444,16.0741666666667,0.01,0.150000000000077,8,"Yes"
"3","22/04/2021",15.85,15.8494444444444,16.0752777777778,0.02,0.216666666666754,13,"Yes"
"4","22/04/2021",15.85,15.8494444444444,16.0758333333333,0.03,0.249999999999986,15,"Yes"
"5","22/04/2021",15.85,15.8494444444444,16.0763888888889,0.04,0.283333333333431,18,"Yes"
"6","22/04/2021",15.85,15.8494444444444,16.0769444444444,0.05,0.316666666666663,20,"Yes"
"7","22/04/2021",15.85,15.8494444444444,16.0783333333333,0.08,0.400000000000063,23,"Yes"
"8","22/04/2021",15.85,15.8494444444444,16.0791666666667,0.1,0.450000000000017,25,"Yes"
"9","22/04/2021",15.85,15.8494444444444,16.0808333333333,0.14,0.550000000000139,28,"Yes"
"10","22/04/2021",15.85,15.8494444444444,16.0811111111111,0.15,0.566666666666649,28,"No"
"11","22/04/2021",15.85,15.8494444444444,16.0811111111111,0.15,0.566666666666649,28,"No"
"12","22/04/2021",15.85,15.8494444444444,16.0816666666667,0.16,0.600000000000094,30,"Yes"
"13","22/04/2021",15.85,15.8494444444444,16.0822222222222,0.17,0.633333333333326,30,"No"
"14","22/04/2021",15.85,15.8494444444444,16.0833333333333,0.2,0.700000000000003,33,"Yes"
"15","22/04/2021",15.85,15.8494444444444,16.0838888888889,0.22,0.733333333333448,35,"Yes"
"16","22/04/2021",15.85,15.8494444444444,16.085,0.26,0.800000000000125,38,"Yes"
"17","22/04/2021",15.85,15.8494444444444,16.0855555555556,0.28,0.833333333333357,40,"Yes"
"18","22/04/2021",15.85,15.8494444444444,16.0863888888889,0.31,0.883333333333312,43,"Yes"
"19","22/04/2021",15.85,15.8494444444444,16.0866666666667,0.33,0.900000000000034,45,"Yes"
"20","22/04/2021",15.85,15.8494444444444,16.0883333333333,0.4,1.00000000000016,50,"Yes"
"21","22/04/2021",15.85,15.8494444444444,16.0894444444444,0.47,1.06666666666683,55,"Yes"
"22","22/04/2021",15.85,15.8494444444444,16.0908333333333,0.54,1.15000000000002,60,"Yes"
"23","22/04/2021",15.85,15.8494444444444,16.0936111111111,0.71,1.31666666666682,65,"Yes"
"24","22/04/2021",15.85,15.8494444444444,16.0944444444444,0.76,1.36666666666677,65,"No"
"25","22/04/2021",15.85,15.8494444444444,16.095,0.81,1.40000000000001,66,"No"
"26","22/04/2021",15.85,15.8494444444444,16.0955555555556,0.84,1.43333333333345,66,"No"
"27","22/04/2021",15.85,15.8494444444444,16.0961111111111,0.87,1.46666666666668,66,"No"
"28","22/04/2021",15.85,15.8494444444444,16.0983333333333,1.04,1.60000000000004,65,"No"
"29","22/04/2021",15.85,15.8494444444444,16.1033333333333,1.36,1.89999999999998,61,"No"
"30","22/04/2021",15.85,15.8494444444444,16.1038888888889,1.39,1.93333333333342,61,"No"
"31","22/04/2021",15.85,15.8494444444444,16.1044444444444,1.4,1.96666666666665,61,"No"
"32","22/04/2021",15.85,15.8494444444444,16.1055555555556,1.5,2.03333333333333,63,"No"
"33","22/04/2021",15.85,15.8494444444444,16.1061111111111,1.53,2.06666666666678,63,"No"
"34","22/04/2021",15.85,15.8494444444444,16.1066666666667,1.57,2.10000000000001,64,"No"
"35","22/04/2021",15.85,15.8494444444444,16.11,1.76,2.30000000000004,64,"No"
"36","22/04/2021",15.85,15.8494444444444,16.1105555555556,1.79,2.33333333333348,64,"No"
"37","22/04/2021",15.85,15.8494444444444,16.1111111111111,1.84,2.36666666666672,63,"No"
"38","22/04/2021",15.85,15.8494444444444,16.1116666666667,1.87,2.40000000000016,62,"No"
"39","22/04/2021",15.85,15.8494444444444,16.1122222222222,1.91,2.43333333333339,61,"No"
"40","22/04/2021",15.85,15.8494444444444,16.1141666666667,2.02,2.55000000000003,60,"Yes"
"41","22/04/2021",15.85,15.8494444444444,16.1144444444444,2.03,2.56666666666675,60,"No"
"42","22/04/2021",15.85,15.8494444444444,16.115,2.07,2.59999999999998,60,"No"
"43","22/04/2021",15.85,15.8494444444444,16.1161111111111,2.13,2.66666666666666,59,"No"
"44","22/04/2021",15.85,15.8494444444444,16.1166666666667,2.17,2.7000000000001,59,"No"
"45","22/04/2021",15.85,15.8494444444444,16.1177777777778,2.25,2.76666666666678,59,"No"
"46","22/04/2021",15.85,15.8494444444444,16.1183333333333,2.28,2.80000000000001,59,"No"
"47","22/04/2021",15.85,15.8494444444444,16.1222222222222,2.49,3.03333333333349,57,"No"
"48","22/04/2021",15.85,15.8494444444444,16.1227777777778,2.52,3.06666666666672,56,"No"
"49","22/04/2021",15.85,15.8494444444444,16.1247222222222,2.63,3.18333333333335,55,"Yes"
"50","22/04/2021",15.85,15.8494444444444,16.1255555555556,2.69,3.23333333333331,55,"No"
"51","22/04/2021",15.85,15.8494444444444,16.1261111111111,2.71,3.26666666666675,55,"No"
"52","22/04/2021",15.85,15.8494444444444,16.1311111111111,2.99,3.56666666666669,55,"No"
"53","22/04/2021",15.85,15.8494444444444,16.1316666666667,3.03,3.60000000000014,55,"No"
"54","22/04/2021",15.85,15.8494444444444,16.1333333333333,3.1,3.70000000000005,55,"No"
"55","22/04/2021",15.85,15.8494444444444,16.1338888888889,3.13,3.73333333333349,55,"No"
"56","22/04/2021",15.85,15.8494444444444,16.1386111111111,3.4,4.01666666666671,60,"Yes"
"57","22/04/2021",15.85,15.8494444444444,16.1388888888889,3.43,4.03333333333343,60,"No"
"58","22/04/2021",15.85,15.8494444444444,16.1394444444444,3.47,4.06666666666666,61,"No"
"59","22/04/2021",15.85,15.8494444444444,16.1422222222222,3.64,4.23333333333346,63,"No"
"60","22/04/2021",15.85,15.8494444444444,16.1438888888889,3.74,4.33333333333337,65,"Yes"
"61","22/04/2021",15.85,15.8494444444444,16.1508333333333,4.21,4.75000000000016,70,"Yes"
"62","22/04/2021",15.85,15.8494444444444,16.16,4.86,5.30000000000008,72,"No"
"63","22/04/2021",15.85,15.8494444444444,16.1605555555556,4.9,5.33333333333331,72,"No"
"64","22/04/2021",15.85,15.8494444444444,16.1680555555556,5.45,5.78333333333333,75,"Yes"
"65","22/04/2021",15.85,15.8494444444444,16.1761111111111,6.04,6.26666666666679,76,"No"
"66","22/04/2021",15.85,15.8494444444444,16.1766666666667,6.09,6.30000000000003,76,"No"
"67","22/04/2021",15.85,15.8494444444444,16.1875,6.93,6.95000000000007,80,"Yes"
"68","22/04/2021",15.85,15.8494444444444,16.195,7.54,7.40000000000009,82,"No"
"69","22/04/2021",15.85,15.8494444444444,16.1955555555556,7.59,7.43333333333332,82,"No"
"70","22/04/2021",15.85,15.8494444444444,16.1961111111111,7.64,7.46666666666677,82,"No"
"71","22/04/2021",15.85,15.8494444444444,16.1983333333333,7.81,7.60000000000012,81,"No"
"72","22/04/2021",15.85,15.8494444444444,16.2022222222222,8.16,7.83333333333339,85,"Yes"
"73","22/04/2021",15.85,15.8494444444444,16.2033333333333,8.26,7.90000000000006,87,"No"
"74","22/04/2021",15.85,15.8494444444444,16.2047222222222,8.36,7.98333333333346,90,"Yes"
