"Participants","Date","Departure_hour","Departure_min","Order","Age","Sex","Laterality","Direction","Hour_1","min_1","Knowledge_distance","Distance","Knowledge_time","Time_hour","Time_min","Max_speed","Hour_2","min_2","Inst_Speed_graphic","Inst_Speed_num","Inst_Speed_conf","Av_speed_graphic","Av_speed_num","Av_speed_confidence","Hour_3","min_3","Time_graphic","Time_hour_num","Time_min_num","Time_conf","Over_or_Underestimation","Hour_4","min_4","Dist_graph","Dist_num","Dist_conf","Hour_5","min_5","Speed_of_time","Homogeneity","Sadness","Hapiness","Boredom","Dist_Strat","Time_Strat","Speed_Strat","creusot","X","departure","order","direction","laterality","rep_knw","knowledge_distance","knwYesNo_dist","knw_dist","knowledge_time","knwYesNo_dur","knw_dur","knwYesNo_spd","knw_spd","rep_spd","spd_inst_allo","spd_inst_ego","spd_inst_conf","spd_inst_meta","spd_mean_allo","spd_mean_ego","spd_mean_conf","spd_mean_meta","rep_dur","dur_allo","dur_ego","dur_conf","dur_meta","rep_dist","dist_allo","dist_ego","dist_conf","dist_meta","rep_debrief","pot","homogeneity_pot","sadness","happiness","boredom","dist_strat","dur_strat","spd_strat","participants","age","sex","obj_dur","obj_dist","obj_spd_inst","obj_spd_mean","away_dur","away_dist","away_spd_inst","away_spd_mean","ep_dur","ep_dist","ep_spd","paris_lyon","travel","tot_dur","tot_dist","tot_speed","spd_inst_tot","spd_mean_tot","dur_tot","dist_tot"
74,"09/06/2021",11,0,4,NA,"Man",NA,"1",11,34,1,600,1,1,56,300,11,36,79,200,2,67,150,3,11,34,112,0,45,3,3,11,36,2,200,3,11,37,4,3,1,2,2,5,1,5,0,"",11,4,"Forward",NA,11.5666666666667,"Yes","Yes",600,"Yes","Yes",116,NA,300,11.6,131.666666666667,200,2,NA,111.666666666667,150,3,NA,11.5666666666667,36.0888888888889,45,3,3,11.6,193.548387096774,200,3,NA,11.6166666666667,4,3,1,2,2,5,1,5,74,NA,"Man",34.0833333333333,137.85,295,194.690647482014,0.0333333333320596,0.0166666666680015,0.0166666666680015,0.0166666666680015,"cst","cst","cst","LP","./6611_2021-06-09_full_journey.csv",130.766666666667,429.12,320,140.444444444444,119.111111111111,40.6829629629631,138.425806451613
75,"09/06/2021",11,0,6,NA,"Man",NA,"1",11,41,0,450,1,1,56,300,11,43,137,250,2,121,220,2,11,42,154,0,45,3,2,11,43,2.2,180,2,11,44,4,2,1,2,1,3,5,3,0,"",11,6,"Forward",NA,11.6833333333333,"No","No",450,"Yes","Yes",116,NA,300,11.7166666666667,228.333333333333,250,2,NA,201.666666666667,220,2,NA,11.7,49.6222222222222,45,3,2,11.7166666666667,159.677419354839,180,2,NA,11.7333333333333,4,2,1,2,1,3,5,3,75,NA,"Man",41.85,173.1,295,203.401315789474,0.199999999998006,0.0999999999979906,0.0999999999979906,0.0999999999979906,"cst","cst","cst","LP","./6611_2021-06-09_full_journey.csv",130.766666666667,429.12,320,243.555555555556,215.111111111111,55.9390740740742,152.268387096774
76,"09/06/2021",11,0,5,NA,"Woman",NA,"2",12,3,1,500,1,1,56,260,12,4,163,230,2,NA,240,2,12,5,244,1,15,3,2,12,4,3.2,250,2,12,5,3,2,1,3,3,5,2,4,0,"",11,5,"Backward",NA,12.05,"Yes","Yes",500,"Yes","Yes",116,NA,260,12.0666666666667,235.444444444444,230,2,NA,NA,240,2,NA,12.0833333333333,78.6222222222222,75,3,2,12.0666666666667,258.064516129032,250,2,NA,12.0833333333333,3,2,1,3,3,5,2,4,76,NA,"Woman",64.6499999999999,272.46,301,225.24154589372,0.399999999998037,2.02504679691629e-12,2.02504679691629e-12,2.02504679691629e-12,"cst","cst","cst","LP","./6611_2021-06-09_full_journey.csv",130.766666666667,429.12,320,289.777777777778,NA,88.630740740741,221.481290322581
77,"09/06/2021",11,0,3,NA,"Man",NA,"2",12,11,0,620,1,1,57,300,12,14,NA,300,2,NA,280,2,12,13,234,1,15,3,2,12,12,4.2,400,2,12,14,3,NA,1,3,3,5,5,5,0,"",11,3,"Backward",NA,12.1833333333333,"No","No",620,"Yes","Yes",117,NA,300,12.2333333333333,NA,300,2,NA,NA,280,2,NA,12.2166666666667,76.05,75,3,2,12.2,420,400,2,NA,12.2333333333333,3,NA,1,3,3,5,5,5,77,NA,"Man",73.0833333333333,308.72,261,230.526096033403,0.033333333331953,0.0666666666660376,0.0333333333340846,0.0333333333340846,"cst","cst","cst","LP","./6611_2021-06-09_full_journey.csv",130.766666666667,429.12,320,NA,NA,84.9983333333335,290.694193548387
78,"09/06/2021",11,0,6,NA,"Woman",NA,"2",12,7,0,500,1,2,0,300,12,9,NA,200,1,NA,250,1,12,7,185,1,0,3,3,12,8,3.2,300,1,12,10,3,2,1,4,1,5,4,5,0,"",11,6,"Backward",NA,12.1166666666667,"No","No",500,"Yes","Yes",120,NA,300,12.15,NA,200,1,NA,NA,250,1,NA,12.1166666666667,61.6666666666667,60,3,3,12.1333333333333,258.064516129032,300,1,NA,12.1666666666667,3,2,1,4,1,5,4,5,78,NA,"Woman",66.9999999999999,291.27,260,228.295711060948,0.0500000000019796,1.91846538655227e-12,0.33333333333605,0.33333333333605,"cst","cst","cst","LP","./6611_2021-06-09_full_journey.csv",130.766666666667,429.12,320,NA,NA,67.1995370370372,221.481290322581
79,"09/06/2021",11,0,1,NA,"Woman",NA,"1",12,15,0,400,0,2,0,250,12,15,118,220,1,106,200,1,12,16,229,1,10,3,2,12,16,3.7,300,2,12,17,2,1,2,3,3,1,4,1,0,"",11,1,"Forward",NA,12.25,"No","No",400,"No","No",120,NA,250,12.25,163.888888888889,220,1,NA,147.222222222222,200,1,NA,12.2666666666667,76.3333333333333,70,3,2,12.2666666666667,238.709677419355,300,2,NA,12.2833333333333,2,1,2,3,3,1,4,1,79,NA,"Woman",76.0333333333333,325.4,265,230.871900826446,0.0166666666660831,0.0166666666660831,0.0333333333360031,0.0333333333360031,"cst","cst","cst","LP","./6611_2021-06-09_full_journey.csv",130.766666666667,429.12,320,209.777777777778,188.444444444444,83.1821296296298,256.087741935484
80,"09/06/2021",16,4,4,NA,"Man",NA,"2",16,8,0,400,1,2,0,300,16,11,42,60,3,89,150,2,16,9,25,0,10,3,3,16,12,0.6,20,2,16,13,3,1,1,3,1,1,1,4,0,"",16.0666666666667,4,"Backward",NA,16.1333333333333,"No","No",400,"Yes","Yes",120,NA,300,16.1833333333333,70,60,3,NA,148.333333333333,150,2,NA,16.15,8.33333333333333,10,3,3,16.2,38.7096774193548,20,2,NA,16.2166666666667,3,1,1,3,1,1,1,4,80,NA,"Man",4.9666666666667,6.68,40,47.7857142857143,0.0499999999978229,0.0833333333340391,0.0500000000020862,0.0500000000020862,"acc","acc","acc","LP","./6624_2021-06-09_full_journey.csv",130.766666666667,429.12,320,74.6666666666667,158.222222222222,9.08101851851854,41.5277419354839
81,"09/06/2021",16,4,5,NA,"Man",NA,"2",16,21,0,490,0,2,4,300,16,22,158,275,2,131,230,2,16,23,31,0,25,2,4,16,21,0.8,75,2,16,24,2,2,1,3,1,2,2,2,0,"",16.0666666666667,5,"Backward",NA,16.35,"No","No",490,"No","No",124,NA,300,16.3666666666667,263.333333333333,275,2,NA,218.333333333333,230,2,NA,16.3833333333333,10.6777777777778,25,2,4,16.35,63.2258064516129,75,2,NA,16.4,2,2,1,3,1,2,2,2,81,NA,"Man",19.1166666666668,31.35,297,111.294736842105,0.100000000000122,0.250000000001904,0.166666666665947,0.166666666665947,"cst","acc","cst","LP","./6624_2021-06-09_full_journey.csv",130.766666666667,429.12,320,280.888888888889,232.888888888889,11.260462962963,55.3703225806452
82,"09/06/2021",16,4,3,NA,"Woman",NA,"1",17,15,0,400,1,2,0,300,17,16,31,160,2,146,210,2,17,16,178,1,0,2,2,17,15,3.1,200,2,17,17,2,2,1,2,2,1,5,5,0,"",16.0666666666667,3,"Forward",NA,17.25,"No","No",400,"Yes","Yes",120,NA,300,17.2666666666667,51.6666666666667,160,2,NA,243.333333333333,210,2,NA,17.2666666666667,59.3333333333333,60,2,2,17.25,200,200,2,NA,17.2833333333333,2,2,1,2,2,1,5,5,82,NA,"Woman",72.0833333333334,229.53,297,192.159557661927,0.0666666666679561,0.433333333332016,0.0666666666679561,0.0666666666679561,"cst","cst","cst","LP","./6624_2021-06-09_full_journey.csv",130.766666666667,429.12,320,55.1111111111111,259.555555555556,64.656851851852,214.56
83,"09/06/2021",16,4,2,NA,"Woman",NA,"2",17,21,0,480,1,2,4,290,17,21,134,280,4,125,250,4,17,23,276,1,30,3,2,17,22,4.6,320,2,17,23,NA,2,NA,3,3,3,5,5,0,"",16.0666666666667,2,"Backward",NA,17.35,"No","No",480,"Yes","Yes",124,NA,290,17.35,215.888888888889,280,4,NA,201.388888888889,250,4,NA,17.3833333333333,95.0666666666667,90,3,2,17.3666666666667,356.129032258064,320,2,NA,17.3833333333333,NA,2,NA,3,3,3,5,5,83,NA,"Woman",78.9833333333335,261.13,290,198.767647058824,0.033333333331953,1.91846538655227e-12,0.233333333334116,0.233333333334116,"cst","cst","cst","LP","./6624_2021-06-09_full_journey.csv",130.766666666667,429.12,320,238.222222222222,222.222222222222,100.254444444445,318.37935483871
84,"09/06/2021",16,4,4,NA,"Man",NA,"2",17,34,0,400,1,1,20,230,17,36,152,200,3,87,110,5,17,35,179,0,40,3,2,17,37,3.9,200,2,17,37,3,1,1,3,1,3,2,2,1,"",16.0666666666667,4,"Backward",NA,17.5666666666667,"No","No",400,"Yes","Yes",80,NA,230,17.6,194.222222222222,200,3,NA,111.166666666667,110,5,NA,17.5833333333333,39.7777777777778,40,3,2,17.6166666666667,251.612903225806,200,2,NA,17.6166666666667,3,1,1,3,1,3,2,2,84,NA,"Man",91.0500000000001,332.46,295,213.629901960784,0.0333333333340846,0.0166666666660831,0,0,"cst","cst","cst","LP","./6624_2021-06-09_full_journey.csv",130.766666666667,429.12,320,270.222222222222,154.666666666667,65.0200925925928,269.930322580645
85,"09/06/2021",16,4,1,NA,"Man",NA,"2",17,41,1,500,0,2,3,250,17,42,159,250,NA,121,200,3,17,43,324,1,40,4,3,17,44,5.35,450,3,17,44,3,1,1,3,1,2,1,5,0,"",16.0666666666667,1,"Backward",NA,17.6833333333333,"Yes","Yes",500,"No","No",123,NA,250,17.7,220.833333333333,250,NA,NA,168.055555555556,200,3,NA,17.7166666666667,110.7,100,4,3,17.7333333333333,431.451612903226,450,3,NA,17.7333333333333,3,1,1,3,1,2,1,5,85,NA,"Man",99.2333333333334,366.18,280,217.525522041763,0.216666666668033,0.0666666666679561,0.0166666666680015,0.0166666666680015,"cst","cst","cst","LP","./6624_2021-06-09_full_journey.csv",130.766666666667,429.12,320,282.666666666667,215.111111111111,117.69,370.289032258064
86,"09/06/2021",16,4,2,NA,"Man",NA,"1",17,33,0,650,1,2,10,310,17,34,146,300,3,130,300,3,17,36,307,1,45,3,3,17,34,5,590,3,17,38,3,2,1,3,2,3,2,5,0,"",16.0666666666667,2,"Forward",NA,17.55,"No","No",650,"Yes","Yes",130,NA,310,17.5666666666667,251.444444444444,300,3,NA,223.888888888889,300,3,NA,17.6,110.861111111111,105,3,3,17.5666666666667,524.193548387097,590,3,NA,17.6333333333333,3,2,1,3,2,3,2,5,86,NA,"Man",92.0166666666668,318.16,296,211.652446675031,0,1.91846538655227e-12,1.91846538655227e-12,1.91846538655227e-12,"cst","cst","cst","LP","./6624_2021-06-09_full_journey.csv",130.766666666667,429.12,320,259.555555555556,231.111111111111,111.514907407408,346.064516129032
87,"10/06/2021",16,4,5,NA,"Man",NA,"2",17,49,0,500,0,2,1,300,17,50,146,240,2,111,180,2,17,50,347,1,50,3,3,17,49,5.75,470,3,17,51,4,2,1,3,3,3,4,2,0,"",16.0666666666667,5,"Backward",NA,17.8166666666667,"No","No",500,"No","No",121,NA,300,17.8333333333333,243.333333333333,240,2,NA,185,180,2,NA,17.8333333333333,116.630555555556,110,3,3,17.8166666666667,463.709677419355,470,3,NA,17.85,4,2,1,3,3,3,4,2,87,NA,"Man",104.533333333333,381.5,243,205.41412911084,0.033333333331953,0.0333333333340846,0.033333333331953,0.033333333331953,"cst","cst","cst","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,259.555555555556,197.333333333333,126.044537037037,397.974193548387
88,"10/06/2021",11,0,3,NA,"Man",NA,"1",11,10,1,450,1,2,9,350,11,13,83,200,3,96,200,3,11,12,23,0,6,3,2,11,11,0.1,10,3,11,14,2,2,1,2,3,5,2,2,0,"",11,3,"Forward",NA,11.1666666666667,"Yes","Yes",450,"Yes","Yes",129,NA,350,11.2166666666667,161.388888888889,200,3,NA,186.666666666667,200,3,NA,11.2,8.24166666666667,6,3,2,11.1833333333333,7.25806451612903,10,3,NA,11.2333333333333,2,2,1,2,3,5,2,2,88,NA,"Man",11.8999999999999,18.67,220,106.420382165605,0.0666666666660376,0.216666666663983,0.0166666666639514,0.0166666666639514,"acc","acc","acc","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,147.555555555556,170.666666666667,8.35453703703706,6.92129032258064
89,"10/06/2021",11,0,6,NA,"Man",NA,"1",11,22,0,450,1,2,0,320,11,25,NA,220,3,NA,150,2,11,24,49,0,30,3,3,11,24,1.2,100,3,11,25,3,4,1,3,2,3,2,2,0,"",11,6,"Forward",NA,11.3666666666667,"No","No",450,"Yes","Yes",120,NA,320,11.4166666666667,NA,220,3,NA,NA,150,2,NA,11.4,16.3333333333333,30,3,3,11.4,87.0967741935484,100,3,NA,11.4166666666667,3,4,1,3,2,3,2,2,89,NA,"Man",23.7666666666667,71.02,270,166.413127413127,0.0666666666660376,0.0666666666660376,0.150000000001995,0.150000000001995,"cst","cst","cst","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,NA,NA,17.7987962962963,83.0554838709677
90,"10/06/2021",11,0,6,NA,"Man",NA,"2",11,30,0,450,1,2,9,320,11,32,115,300,3,106,310,2,11,30,113,1,0,3,3,11,31,3.5,150,3,11,32,2,3,1,3,3,2,2,2,0,"",11,6,"Backward",NA,11.5,"No","No",450,"Yes","Yes",129,NA,320,11.5333333333333,204.444444444444,300,3,NA,188.444444444444,310,2,NA,11.5,40.4916666666667,60,3,3,11.5166666666667,254.032258064516,150,3,NA,11.5333333333333,2,3,1,3,3,2,2,2,90,NA,"Man",29.8333333333333,103.34,280,183.717532467532,0,0.0166666666660831,0.033333333333978,0.033333333333978,"cst","cst","cst","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,204.444444444444,188.444444444444,41.0462037037038,242.245161290323
91,"10/06/2021",11,0,2,NA,"Man",NA,"1",11,36,0,400,0,3,0,300,11,37,174,110,2,150,100,2,11,39,66,1,0,2,3,11,38,1.6,100,2,11,40,3,2,1,3,2,3,2,5,0,"",11,2,"Forward",NA,11.6,"No","No",400,"No","No",180,NA,300,11.6166666666667,290,110,2,NA,250,100,2,NA,11.65,33,60,2,3,11.6333333333333,103.225806451613,100,2,NA,11.6666666666667,3,2,1,3,2,3,2,5,91,NA,"Man",38.65,135.8,270,191.341317365269,0.183333333335973,0.0499999999999545,0.0999999999979906,0.0999999999979906,"cst","cst","cst","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,309.333333333333,266.666666666667,23.9738888888889,110.74064516129
92,"10/06/2021",11,0,5,NA,"Man",NA,"1",11,56,0,250,1,1,56,320,11,57,145,280,3,136,270,3,11,57,23,1,30,3,3,11,58,NA,NA,NA,11,58,2,3,1,3,2,5,2,5,0,"",11,5,"Forward",NA,11.9333333333333,"No","No",250,"Yes","Yes",116,NA,320,11.95,257.777777777778,280,3,NA,241.777777777778,270,3,NA,11.95,7.41111111111111,90,3,3,11.9666666666667,NA,NA,NA,NA,11.9666666666667,2,3,1,3,2,5,2,5,92,NA,"Man",56.7999999999999,227.85,261,211.85520361991,0.0333333333360031,0.033333333333978,0.0333333333360031,0.0333333333360031,"cst","cst","cst","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,257.777777777778,241.777777777778,8.35453703703706,NA
93,"10/06/2021",11,0,4,NA,"Man",NA,"1",12,3,0,400,1,1,50,270,12,4,146,230,2,126,190,3,12,4,179,1,2,3,2,12,5,3,200,3,12,6,2,1,1,3,2,3,4,5,0,"",11,4,"Forward",NA,12.05,"No","No",400,"Yes","Yes",110,NA,270,12.0666666666667,219,230,2,NA,189,190,3,NA,12.0666666666667,54.6944444444444,62,3,2,12.0833333333333,193.548387096774,200,3,NA,12.1,2,1,1,3,2,3,4,5,93,NA,"Man",63.8,258.11,265,216.270875763747,0.033333333333978,0.100000000000016,0.033333333333978,0.033333333333978,"cst","cst","cst","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,259.555555555556,224,65.0200925925928,207.638709677419
94,"10/06/2021",11,0,3,NA,"Man",NA,"1",12,9,0,450,1,1,59,398,12,11,161,350,2,117,250,NA,12,11,276,1,18,3,3,12,10,4.1,350,3,12,12,3,2,2,3,2,5,2,3,0,"",11,3,"Forward",NA,12.15,"No","No",450,"Yes","Yes",119,NA,398,12.1833333333333,355.988888888889,350,2,NA,258.7,250,NA,NA,12.1833333333333,91.2333333333333,78,3,3,12.1666666666667,297.58064516129,350,3,NA,12.2,3,2,2,3,2,5,2,3,94,NA,"Man",70.7,280.42,262,220.949720670391,0.133333333333994,0.0833333333320141,0.133333333333994,0.133333333333994,"cst","cst","cst","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,286.222222222222,208,100.254444444445,283.772903225806
95,"10/06/2021",11,0,1,NA,"Woman",NA,"1",12,32,0,600,1,1,56,300,12,34,161,NA,2,135,280,2,12,35,302,1,35,3,2,12,35,4.8,400,2,12,36,3,3,1,4,1,5,2,2,0,"",11,1,"Forward",NA,12.5333333333333,"No","No",600,"Yes","Yes",116,NA,300,12.5666666666667,268.333333333333,NA,2,NA,225,280,2,NA,12.5833333333333,97.3111111111111,95,3,2,12.5833333333333,464.516129032258,400,2,NA,12.6,3,3,1,4,1,5,2,2,95,NA,"Woman",94.8166666666666,388.16,285,230.027510316369,0.016666666664058,0.016666666664058,0.100000000000016,0.100000000000016,"cst","cst","cst","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,286.222222222222,240,109.698703703704,332.221935483871
96,"10/06/2021",11,0,6,NA,"Man",NA,"1",12,40,0,450,0,2,0,250,12,41,110.5,180,3,111,180,2,12,40,309,1,40,3,3,12,41,5.4,430,2,12,42,3,3,1,3,1,5,5,2,0,"",11,6,"Forward",NA,12.6666666666667,"No","No",450,"No","No",120,NA,250,12.6833333333333,153.472222222222,180,3,NA,154.166666666667,180,2,NA,12.6666666666667,103,100,3,3,12.6833333333333,391.935483870968,430,2,NA,12.7,3,3,1,3,1,5,5,2,96,NA,"Man",99.7999999999999,411.85,152,229.523096129838,0.033333333333978,0.0666666666680626,0.0666666666680626,0.0666666666680626,"dec","dec","dec","LP","./6611_2021-06-10_full_journey.csv",130.766666666667,429.12,320,196.444444444444,197.333333333333,112.241388888889,373.749677419355
97,"10/06/2021",16,4,5,NA,"Woman",NA,"1",16,13,0,400,1,2,0,300,16,14,61,100,3,120,200,3,16,15,29,0,10,3,2,16,14,0.1,10,3,16,16,2,2,1,2,1,3,2,2,0,"",16.0666666666667,5,"Forward",NA,16.2166666666667,"No","No",400,"Yes","Yes",120,NA,300,16.2333333333333,101.666666666667,100,3,NA,200,200,3,NA,16.25,9.66666666666667,10,3,2,16.2333333333333,6.45161290322581,10,3,NA,16.2666666666667,2,2,1,2,1,3,2,2,97,NA,"Woman",9.61666666666652,6.94,65,49.2159090909091,0.0499999999980361,0.0166666666639514,0.0166666666639514,0.0166666666639514,"acc","acc","acc","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,108.444444444444,213.333333333333,10.5339814814815,6.92129032258064
98,"10/06/2021",16,4,3,NA,"Woman",NA,"1",16,21,0,500,1,2,0,300,16,22,117,200,3,99,150,2,16,21,78,0,25,3,2,16,21,1.6,75,2,16,23,4,NA,1,3,1,3,2,5,0,"",16.0666666666667,3,"Forward",NA,16.35,"No","No",500,"Yes","Yes",120,NA,300,16.3666666666667,195,200,3,NA,165,150,2,NA,16.35,26,25,3,2,16.35,129.032258064516,75,2,NA,16.3833333333333,4,NA,1,3,1,3,2,5,98,NA,"Woman",15.5833333333332,16.48,170,72.7388888888889,0.0166666666680015,0.0166666666680015,0.0166666666639514,0.0166666666639514,"acc","acc","acc","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,208,176,28.3327777777778,110.74064516129
99,"10/06/2021",16,4,2,NA,"Woman",NA,"1",16,26,0,500,1,2,4,300,16,28,162,250,3,74,120,2,16,29,35,0,15,2,2,16,28,0.7,50,2,16,30,3,3,1,3,1,2,2,4,0,"",16.0666666666667,2,"Forward",NA,16.4333333333333,"No","No",500,"Yes","Yes",124,NA,300,16.4666666666667,270,250,3,NA,123.333333333333,120,2,NA,16.4833333333333,12.0555555555556,15,2,2,16.4666666666667,56.4516129032258,50,2,NA,16.5,3,3,1,3,1,2,2,4,99,NA,"Woman",23.5999999999999,44.01,295,107.384955752212,0.0333333333338715,2.1316282072803e-12,2.1316282072803e-12,2.1316282072803e-12,"cst","acc","acc","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,288,131.555555555556,12.713425925926,48.4490322580645
100,"10/06/2021",16,4,1,NA,"Man",NA,"1",16,36,1,500,1,2,4,300,16,32,175,300,3,146,250,4,16,38,137,1,40,3,2,16,38,2.25,220,3,16,39,4,1,1,4,1,NA,NA,NA,0,"",16.0666666666667,1,"Forward",NA,16.6,"Yes","Yes",500,"Yes","Yes",124,NA,300,16.5333333333333,291.666666666667,300,3,NA,243.333333333333,250,4,NA,16.6333333333333,47.1888888888889,100,3,2,16.6333333333333,181.451612903226,220,3,NA,16.65,4,1,1,4,1,NA,NA,NA,100,NA,"Man",32.4999999999999,87.99,260,131.471482889734,0.0666666666679561,0.0666666666679561,0.149999999997945,0.149999999997945,"cst","cst","cst","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,311.111111111111,259.555555555556,49.7639814814816,155.729032258065
101,"10/06/2021",16,4,4,NA,"Man",NA,"1",17,8,0,380,0,2,10,300,17,10,NA,280,2,NA,230,2,17,9,198,1,10,3,2,17,11,3.5,250,3,17,13,3,3,1,2,2,2,3,5,0,"",16.0666666666667,4,"Forward",NA,17.1333333333333,"No","No",380,"No","No",130,NA,300,17.1666666666667,NA,280,2,NA,NA,230,2,NA,17.15,71.5,70,3,2,17.1833333333333,214.516129032258,250,3,NA,17.2166666666667,3,3,1,2,2,2,3,5,101,NA,"Man",63.7333333333333,204.49,265,171.068468468468,0.166666666668078,1.91846538655227e-12,0.0166666666660831,0.0166666666660831,"cst","cst","cst","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,NA,NA,71.9216666666669,242.245161290323
102,"10/06/2021",16,4,2,NA,"Man",NA,"2",17,20,0,250,1,2,4,305,17,21,116,260,4,132,290,3,17,22,284,1,20,3,3,17,22,4.3,160,2,17,23,2,2,3,2,3,3,5,2,0,"",16.0666666666667,2,"Backward",NA,17.3333333333333,"No","No",250,"Yes","Yes",124,NA,305,17.35,196.555555555556,260,4,NA,223.666666666667,290,3,NA,17.3666666666667,97.8222222222222,80,3,3,17.3666666666667,173.387096774194,160,2,NA,17.3833333333333,2,2,3,2,3,3,5,2,102,NA,"Man",76.5999999999998,256.42,265,183.323717948718,0.033333333331953,0.033333333331953,0.0833333333340391,0.0833333333340391,"cst","cst","cst","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,206.222222222222,234.666666666667,103.160370370371,297.615483870968
103,"10/06/2021",16,4,1,NA,"Woman",NA,"1",17,29,0,300,1,1,15,280,17,29,139,200,2,112,180,2,17,30,193,0,45,3,2,17,31,4.5,200,3,17,31,2,3,2,2,3,5,5,5,0,"",16.0666666666667,1,"Forward",NA,17.4833333333333,"No","No",300,"Yes","Yes",75,NA,280,17.4833333333333,216.222222222222,200,2,NA,174.222222222222,180,2,NA,17.5,40.2083333333333,45,3,2,17.5166666666667,217.741935483871,200,3,NA,17.5166666666667,2,3,2,2,3,5,5,5,103,NA,"Woman",84.65,297.59,265,190.748520710059,0.0833333333340391,0.0833333333319075,0.133333333335912,0.133333333335912,"cst","cst","cst","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,247.111111111111,199.111111111111,70.1054629629631,311.458064516129
104,"10/06/2021",16,4,5,NA,"Woman",NA,"2",17,36,0,450,0,2,5,350,17,38,NA,300,2,NA,300,2,17,38,268,1,30,3,3,17,37,4.2,250,2,17,38,3,2,2,3,2,NA,NA,NA,0,"",16.0666666666667,5,"Backward",NA,17.6,"No","No",450,"No","No",125,NA,350,17.6333333333333,NA,300,2,NA,NA,300,2,NA,17.6333333333333,93.0555555555556,90,3,3,17.6166666666667,304.838709677419,250,2,NA,17.6333333333333,3,2,2,3,2,NA,NA,NA,104,NA,"Woman",92.5666666666665,325.49,251,198.492617449664,1.91846538655227e-12,0.0166666666660831,1.91846538655227e-12,1.91846538655227e-12,"cst","cst","cst","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,NA,NA,97.3485185185188,290.694193548387
105,"10/06/2021",16,4,4,NA,"Man",NA,"1",17,43,0,350,0,2,12,315,17,45,161,305,3,146,290,2,17,44,257,1,46,2,2,17,46,4.6,290,2,17,46,3,3,1,3,2,5,2,2,0,"",16.0666666666667,4,"Forward",NA,17.7166666666667,"No","No",350,"No","No",132,NA,315,17.75,281.75,305,3,NA,255.5,290,2,NA,17.7333333333333,94.2333333333333,106,2,2,17.7666666666667,259.677419354839,290,2,NA,17.7666666666667,3,3,1,3,2,5,2,2,105,NA,"Man",98.5666666666666,367.92,290,201.69935483871,2.1316282072803e-12,2.1316282072803e-12,0.0166666666680015,0.0166666666680015,"cst","cst","cst","LP","./6624_2021-06-10_full_journey.csv",130.766666666667,429.12,320,286.222222222222,259.555555555556,93.3528703703706,318.37935483871
106,"24/06/2021",11,0,6,26,"Woman",2,"2",11,6,0,600,1,2,0,110,11,10,63,150,1,94,200,1,11,8,50,0,15,2,3,11,10,1.4,100,1,11,13,3,2,1,3,2,3,2,2,0,"",11,6,"Backward","Left-handed",11.1,"No","No",600,"Yes","Yes",120,NA,110,11.1666666666667,38.5,150,1,NA,57.4444444444444,200,1,NA,11.1333333333333,16.6666666666667,15,2,3,11.1666666666667,135.483870967742,100,1,NA,11.2166666666667,3,2,1,3,2,3,2,2,106,26,"Woman",7.7666666666666,12.64,145,73.6288659793814,0.0666666666679561,0.033333333333978,0.033333333333978,0.033333333333978,"acc","acc","acc","LP","./6611_2021-06-24_full_journey.csv",130.766666666667,429.12,320,112,167.111111111111,18.1620370370371,96.898064516129
107,"24/06/2021",11,0,6,24,"Woman",1,"2",11,18,1,150,1,1,30,120,11,20,NA,100,3,150,100,3,11,19,92,0,40,4,2,11,19,1.5,95,4,11,21,3,3,1,4,1,1,1,1,0,"",11,6,"Backward","Right-handed",11.3,"Yes","Yes",150,"Yes","Yes",90,NA,120,11.3333333333333,NA,100,3,NA,100,100,3,NA,11.3166666666667,23,40,4,2,11.3166666666667,36.2903225806452,95,4,NA,11.35,3,3,1,4,1,1,1,1,107,24,"Woman",18.9333333333333,44.3,255,136.489247311828,0.0999999999979906,0.0999999999979906,2.02504679691629e-12,2.02504679691629e-12,"cst","cst","cst","LP","./6611_2021-06-24_full_journey.csv",130.766666666667,429.12,320,NA,266.666666666667,33.4181481481482,103.81935483871
