"Participants","Date","Departure_hour","Departure_min","Order","Age","Sex","Laterality","Direction","Hour_1","min_1","Knowledge_distance","Distance","Knowledge_time","Time_hour","Time_min","Max_speed","Hour_2","min_2","Inst_Speed_graphic","Inst_Speed_num","Inst_Speed_conf","Av_speed_graphic","Av_speed_num","Av_speed_confidence","Hour_3","min_3","Time_graphic","Time_hour_num","Time_min_num","Time_conf","Over_or_Underestimation","Hour_4","min_4","Dist_graph","Dist_num","Dist_conf","Hour_5","min_5","Speed_of_time","Homogeneity","Sadness","Hapiness","Boredom","Dist_Strat","Time_Strat","Speed_Strat","creusot","X","departure","order","direction","laterality","rep_knw","knowledge_distance","knwYesNo_dist","knw_dist","knowledge_time","knwYesNo_dur","knw_dur","knwYesNo_spd","knw_spd","rep_spd","spd_inst_allo","spd_inst_ego","spd_inst_conf","spd_inst_meta","spd_mean_allo","spd_mean_ego","spd_mean_conf","spd_mean_meta","rep_dur","dur_allo","dur_ego","dur_conf","dur_meta","rep_dist","dist_allo","dist_ego","dist_conf","dist_meta","rep_debrief","pot","homogeneity_pot","sadness","happiness","boredom","dist_strat","dur_strat","spd_strat","participants","age","sex","obj_dur","obj_dist","obj_spd_inst","obj_spd_mean","away_dur","away_dist","away_spd_inst","away_spd_mean","ep_dur","ep_dist","ep_spd","paris_lyon","travel","tot_dur","tot_dist","tot_speed","spd_inst_tot","spd_mean_tot","dur_tot","dist_tot"
1,"14/04/2021",13,52,1,NA,NA,NA,"2",14,38,0,600,1,2,15,295,14,39,90,120,3,129,160,2,14,40,145,1,10,3,2,14,41,3,250,2,14,42,2,3,1,4,1,1,2,2,0,"",13.8666666666667,1,"Backward",NA,14.6333333333333,"No","No",600,"Yes","Yes",135,NA,295,14.65,147.5,120,3,NA,211.416666666667,160,2,NA,14.6666666666667,54.375,70,3,2,14.6833333333333,290.322580645161,250,2,NA,14.7,2,3,1,4,1,1,2,2,1,NA,NA,48.1166666666667,155.74,299,156.105747126437,2.02504679691629e-12,0.200000000000031,0.100000000001934,0.100000000001934,"cst","cst","cst","LP","./6617_2021-04-14_full_journey.csv",130.766666666667,429.12,320,160,229.333333333333,52.6699074074075,207.638709677419
2,"14/04/2021",13,52,2,NA,NA,NA,"2",14,49,1,600,1,7,30,250,14,50,NA,250,3,NA,200,3,14,52,54,1,0,3,3,14,51,1.2,150,2,14,53,3,3,1,3,2,1,1,1,0,"",13.8666666666667,2,"Backward",NA,14.8166666666667,"Yes","Yes",600,"Yes","Yes",450,NA,250,14.8333333333333,NA,250,3,NA,NA,200,3,NA,14.8666666666667,67.5,60,3,3,14.85,116.129032258065,150,2,NA,14.8833333333333,3,3,1,3,2,1,1,1,2,NA,NA,60.1166666666667,205.02,295,172.684,1.91846538655227e-12,0.166666666667972,2.02504679691629e-12,2.02504679691629e-12,"cst","cst","cst","LP","./6617_2021-04-14_full_journey.csv",130.766666666667,429.12,320,NA,NA,19.615,83.0554838709677
3,"14/04/2021",17,14,4,NA,NA,NA,"1",17,18,0,500,0,1,55,315,17,20,114,260,3,NA,250,3,17,19,20,0,10,3,NA,17,21,0.8,100,3,17,22,3,3,1,NA,1,NA,NA,NA,0,"",17.2333333333333,4,"Forward",NA,17.3,"No","No",500,"No","No",115,NA,315,17.3333333333333,199.5,260,3,NA,NA,250,3,NA,17.3166666666667,6.38888888888889,10,3,NA,17.35,64.5161290322581,100,3,NA,17.3666666666667,3,3,1,NA,1,NA,NA,NA,3,NA,NA,4.78333333333339,7.6,87,50.3260869565217,0.200000000000031,0.0333333333360031,1.91846538655227e-12,1.91846538655227e-12,"acc","acc","acc","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,202.666666666667,NA,7.26481481481483,55.3703225806452
4,"14/04/2021",17,14,6,NA,NA,NA,"2",17,18,1,490,1,2,5,365,17,22,50,75,3,33,30,3,17,20,21,0,16,3,NA,17,21,0.4,30,3,17,23,2,3,1,3,2,2,4,2,0,"",17.2333333333333,6,"Backward",NA,17.3,"Yes","Yes",490,"Yes","Yes",125,NA,365,17.3666666666667,101.388888888889,75,3,NA,66.9166666666667,30,3,NA,17.3333333333333,7.29166666666667,16,3,NA,17.35,31.6129032258065,30,3,NA,17.3833333333333,2,3,1,3,2,2,4,2,4,NA,NA,5.5833333333333,7.6,116,60.8245614035088,1.91846538655227e-12,0.0333333333360031,1.91846538655227e-12,1.91846538655227e-12,"acc","acc","acc","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,88.8888888888889,58.6666666666667,7.62805555555557,27.6851612903226
5,"14/04/2021",17,14,5,NA,NA,NA,"NaN",17,24,0,500,1,2,0,320,17,25,128,290,2,97,190,2,17,26,45,0,10,3,2,17,25,0.6,30,2,17,27,4,1,1,3,1,2,4,2,0,"",17.2333333333333,5,NA,NA,17.4,"No","No",500,"Yes","Yes",120,NA,320,17.4166666666667,227.555555555556,290,2,NA,172.444444444444,190,2,NA,17.4333333333333,15,10,3,2,17.4166666666667,48.3870967741935,30,2,NA,17.45,4,1,1,3,1,2,4,2,5,NA,NA,11.6666666666668,16.43,220,95.8958333333333,0.0833333333319075,0.116666666668124,0.116666666668124,0.116666666668124,"acc","acc","acc","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,227.555555555556,172.444444444444,16.3458333333334,41.5277419354839
6,"14/04/2021",17,14,3,NA,NA,NA,"NaN",18,57,0,500,0,1,58,200,19,0,NA,120,2,NA,200,2,18,59,337,2,0,3,3,18,58,5.7,460,3,19,1,4,3,1,4,1,NA,NA,NA,0,"",17.2333333333333,3,NA,NA,18.95,"No","No",500,"No","No",118,NA,200,19,NA,120,2,NA,NA,200,2,NA,18.9833333333333,110.461111111111,120,3,3,18.9666666666667,459.677419354839,460,3,NA,19.0166666666667,4,3,1,4,1,NA,NA,NA,6,NA,NA,104.55,427.75,21,228.021390374332,0.033333333331953,2.1316282072803e-12,0.0333333333360031,0.0333333333360031,"dec","dec","dec","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,NA,NA,122.41212962963,394.513548387097
7,"14/04/2021",17,14,1,NA,NA,NA,"1",18,6,0,490,1,2,10,200,18,6,NA,130,1,NA,130,1,18,10,180,0,50,3,NA,18,12,2.8,200,2,18,53,3,1,1,3,1,2,2,2,0,"",17.2333333333333,1,"Forward",NA,18.1,"No","No",490,"Yes","Yes",130,NA,200,18.1,NA,130,1,NA,NA,130,1,NA,18.1666666666667,65,50,3,NA,18.2,221.290322580645,200,2,NA,18.8833333333333,3,1,1,3,1,2,2,2,7,NA,NA,55.4500000000001,231.51,268,221.165745856354,0.133333333336125,0.100000000002041,0.199999999998113,0.199999999998113,"cst","cst","cst","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,NA,NA,65.3833333333335,193.796129032258
8,"14/04/2021",17,14,2,NA,NA,NA,"1",17,30,0,400,1,1,56,300,17,32,NA,200,3,NA,100,3,17,34,31,0,15,3,2,17,33,NA,30,3,18,56,2,3,2,3,3,5,4,5,0,"",17.2333333333333,2,"Forward",NA,17.5,"No","No",400,"Yes","Yes",116,NA,300,17.5333333333333,NA,200,3,NA,NA,100,3,NA,17.5666666666667,9.98888888888889,15,3,2,17.55,NA,30,3,NA,18.9333333333333,2,3,2,3,3,5,4,5,8,NA,NA,19.5833333333334,54.83,285,141.046153846154,1.91846538655227e-12,0.0666666666660376,2.1316282072803e-12,2.1316282072803e-12,"cst","cst","cst","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,NA,NA,11.260462962963,NA
9,"14/04/2021",17,14,4,NA,NA,NA,"1",17,44,0,400,1,2,5,200,17,48,146,200,3,NA,200,2,17,46,144,0,45,3,3,17,49,2.8,200,2,18,24,3,2,1,4,1,1,2,2,0,"",17.2333333333333,4,"Forward",NA,17.7333333333333,"No","No",400,"Yes","Yes",125,NA,200,17.8,162.222222222222,200,3,NA,NA,200,2,NA,17.7666666666667,50,45,3,3,17.8166666666667,180.645161290323,200,2,NA,18.4,3,2,1,4,1,1,2,2,9,NA,NA,31.45,124.4,240,198.060483870968,0.133333333335912,0.033333333331953,0,0,"cst","cst","cst","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,259.555555555556,NA,52.3066666666668,193.796129032258
10,"14/04/2021",17,14,6,NA,NA,NA,"1",18,9,0,1000,1,2,0,300,18,13,117,300,2,92,250,2,18,11,180,1,0,4,2,18,12,2.7,500,2,18,58,3,1,1,3,1,1,4,5,0,"",17.2333333333333,6,"Forward",NA,18.15,"No","No",1000,"Yes","Yes",120,NA,300,18.2166666666667,195,300,2,NA,153.333333333333,250,2,NA,18.1833333333333,60,60,4,2,18.2,435.483870967742,500,2,NA,18.9666666666667,3,1,1,3,1,1,4,5,10,NA,NA,56.3500000000001,231.51,300,226.14358974359,0.233333333336034,0.100000000002041,0.316666666664105,0.316666666664105,"cst","cst","cst","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,208,163.555555555556,65.3833333333335,186.874838709677
11,"22/04/2021",11,0,1,NA,NA,NA,"2",11,33,0,300,1,2,5,300,11,34,115,200,2,88,120,2,11,35,106,0,36,2,3,11,36,1.9,100,2,11,37,2,2,2,2,2,1,2,2,0,"",11,1,"Backward",NA,11.55,"No","No",300,"Yes","Yes",125,NA,300,11.5666666666667,191.666666666667,200,2,NA,146.666666666667,120,2,NA,11.5833333333333,36.8055555555556,36,2,3,11.6,91.9354838709677,100,2,NA,11.6166666666667,2,2,2,2,2,1,2,2,11,NA,NA,34.9833333333334,123.62,267,172.459574468085,2.02504679691629e-12,0.0499999999980361,0.166666666664028,0.166666666664028,"cst","cst","cst","LP","./6611_2021-04-22_full_journey.csv",130.766666666667,429.12,320,204.444444444444,156.444444444444,38.5035185185186,131.504516129032
12,"14/04/2021",17,14,3,NA,NA,NA,"1",17,55,1,280,1,2,10,140,17,59,NA,140,2,NA,110,2,17,56,113,0,40,3,3,17,55,2.1,100,3,18,0,NA,NA,NA,NA,NA,NA,NA,NA,0,"",17.2333333333333,3,"Forward",NA,17.9166666666667,"Yes","Yes",280,"Yes","Yes",130,NA,140,17.9833333333333,NA,140,2,NA,NA,110,2,NA,17.9333333333333,40.8055555555556,40,3,3,17.9166666666667,94.8387096774194,100,3,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,41.7833333333334,151.55,260,216.036923076923,0.20000000000195,0.0166666666639514,0.133333333333994,0.133333333333994,"cst","cst","cst","LP","./6626_2021-04-14_full_journey.csv",130.766666666667,429.12,320,NA,NA,41.0462037037038,145.347096774194
13,"22/04/2021",11,0,2,NA,NA,NA,"1",11,40,1,300,1,2,0,490,11,41,NA,300,3,NA,350,2,11,43,151,0,45,3,2,11,42,2,70,3,11,44,2,2,2,3,2,2,2,2,0,"",11,2,"Forward",NA,11.6666666666667,"Yes","Yes",300,"Yes","Yes",120,NA,490,11.6833333333333,NA,300,3,NA,NA,350,2,NA,11.7166666666667,50.3333333333333,45,3,2,11.7,96.7741935483871,70,3,NA,11.7333333333333,2,2,2,3,2,2,2,2,13,NA,NA,42.6833333333333,150.84,275,189.36170212766,0.299999999998022,0.116666666663967,0.20000000000195,0.20000000000195,"cst","cst","cst","LP","./6611_2021-04-22_full_journey.csv",130.766666666667,429.12,320,NA,NA,54.849351851852,138.425806451613
14,"22/04/2021",11,0,4,NA,NA,NA,"2",12,0,1,425,1,2,0,200,11,42,162,190,3,145,170,2,11,41,199,1,5,3,3,11,43,3.5,220,3,11,44,3,3,1,2,1,3,4,2,0,"",11,4,"Backward",NA,12,"Yes","Yes",425,"Yes","Yes",120,NA,200,11.7,180,190,3,NA,161.111111111111,170,2,NA,11.6833333333333,66.3333333333333,65,3,3,11.7166666666667,239.91935483871,220,3,NA,11.7333333333333,3,3,1,2,1,3,4,2,14,NA,NA,41.1833333333334,154.75,280,190.263157894737,0.20000000000195,0.299999999998022,0.116666666663967,0.116666666663967,"cst","cst","cst","LP","./6611_2021-04-22_full_journey.csv",130.766666666667,429.12,320,288,257.777777777778,72.2849074074076,242.245161290323
15,"22/04/2021",11,0,6,NA,NA,NA,"2",12,5,1,200,1,2,0,300,12,8,175,300,2,111,250,2,12,6,243,1,20,2,3,12,7,3.4,100,2,12,9,2,2,2,2,1,3,4,5,0,"",11,6,"Backward",NA,12.0833333333333,"Yes","Yes",200,"Yes","Yes",120,NA,300,12.1333333333333,291.666666666667,300,2,NA,185,250,2,NA,12.1,81,80,2,3,12.1166666666667,109.677419354839,100,2,NA,12.15,2,2,2,2,1,3,4,5,15,NA,NA,66.05,268.07,285,216.35,0.0666666666660376,0.166666666666053,0.150000000001995,0.150000000001995,"cst","cst","cst","LP","./6611_2021-04-22_full_journey.csv",130.766666666667,429.12,320,311.111111111111,197.333333333333,88.2675000000002,235.323870967742
16,"22/04/2021",11,0,5,NA,NA,NA,"NaN",NA,NA,0,400,1,2,5,80,NA,NA,100,70,2,122,NA,NA,NA,NA,348,2,0,4,2,NA,NA,5.5,360,1,NA,NA,3,1,1,3,3,NA,NA,NA,0,"",11,5,NA,NA,NA,"No","No",400,"Yes","Yes",125,NA,80,NA,44.4444444444444,70,2,NA,54.2222222222222,NA,NA,NA,NA,120.833333333333,120,4,2,NA,354.838709677419,360,1,NA,NA,3,1,1,3,3,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LP","./6611_2021-04-22_full_journey.csv",130.766666666667,429.12,320,177.777777777778,216.888888888889,126.407777777778,380.670967741935
17,"22/04/2021",16,4,3,NA,NA,NA,"1",16,8,0,480,1,2,10,250,16,10,65,100,3,NA,210,2,16,10,28,0,10,3,3,16,9,0.5,10,4,16,11,4,1,1,2,2,2,2,2,0,"",16.0666666666667,3,"Forward",NA,16.1333333333333,"No","No",480,"Yes","Yes",130,NA,250,16.1666666666667,90.2777777777778,100,3,NA,NA,210,2,NA,16.1666666666667,10.1111111111111,10,3,3,16.15,38.7096774193548,10,4,NA,16.1833333333333,4,1,1,2,2,2,2,2,17,NA,NA,5.78333333333333,4.21,75,50.890625,0.0833333333359576,0.0499999999980361,0.0833333333359576,0.0833333333359576,"acc","acc","acc","LP","./6624_2021-04-22_full_journey.csv",130.766666666667,429.12,320,115.555555555556,NA,10.1707407407408,34.6064516129032
18,"27/05/2021",11,0,1,NA,NA,NA,"2",11,52,0,260,1,2,30,250,11,53,136,230,3,137,230,3,11,54,52,0,30,3,2,11,56,2.5,80,2,11,57,3,3,1,3,1,NA,NA,NA,0,"",11,1,"Backward",NA,11.8666666666667,"No","No",260,"Yes","Yes",150,NA,250,11.8833333333333,188.888888888889,230,3,NA,190.277777777778,230,3,NA,11.9,21.6666666666667,30,3,2,11.9333333333333,104.838709677419,80,2,NA,11.95,3,3,1,3,1,NA,NA,NA,18,NA,NA,53.5166666666667,224.28,295,212.45671641791,0.0833333333340391,0.150000000001995,0.0666666666640126,0.0666666666640126,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,241.777777777778,243.555555555556,18.8885185185186,173.032258064516
19,"27/05/2021",11,0,1,NA,NA,NA,"1",11,52,0,375,1,1,55,200,11,53,142,150,2,140,150,2,11,54,182,1,5,3,3,11,55,3.3,200,2,11,56,3,3,2,3,2,NA,NA,NA,0,"",11,1,"Forward",NA,11.8666666666667,"No","No",375,"Yes","Yes",115,NA,200,11.8833333333333,157.777777777778,150,2,NA,155.555555555556,150,2,NA,11.9,58.1388888888889,65,3,3,11.9166666666667,199.596774193548,200,2,NA,11.9333333333333,3,3,2,3,2,NA,NA,NA,19,NA,NA,53.5166666666667,218.5,295,212.45671641791,0.0833333333340391,0.316666666665917,0.0666666666640126,0.0666666666640126,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,252.444444444444,248.888888888889,66.109814814815,228.402580645161
20,"27/05/2021",11,0,3,NA,NA,NA,"2",12,12,0,400,1,1,56,300,12,15,119,150,2,114,200,2,12,14,249,1,15,3,2,12,13,4.8,200,1,12,16,3,2,1,3,1,5,2,2,0,"",11,3,"Backward",NA,12.2,"No","No",400,"Yes","Yes",116,NA,300,12.25,198.333333333333,150,2,NA,190,200,2,NA,12.2333333333333,80.2333333333333,75,3,2,12.2166666666667,309.677419354839,200,1,NA,12.2666666666667,3,2,1,3,1,5,2,2,20,NA,NA,73.5833333333334,296.84,225,225.899141630901,0.0166666666639514,0.416666666667957,0.0333333333360031,0.0333333333360031,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,211.555555555556,202.666666666667,90.4469444444447,332.221935483871
21,"27/05/2021",16,4,3,NA,"Man",NA,"1",17,36,0,450,0,2,0,230,17,59,125,220,2,116,200,3,17,38,331,1,45,3,3,17,57,5.8,380,3,18,0,3,2,1,2,1,2,2,2,0,"",16.0666666666667,3,"Forward",NA,17.6,"No","No",450,"No","No",120,NA,230,17.9833333333333,159.722222222222,220,2,NA,148.222222222222,200,3,NA,17.6333333333333,110.333333333333,105,3,3,17.95,420.967741935484,380,3,NA,18,3,2,1,2,1,2,2,2,21,NA,"Man",91.2833333333334,412.12,139,219.241982507289,1.91846538655227e-12,0.0666666666660376,2.1316282072803e-12,2.1316282072803e-12,"cst","dec","dec","LP","./6624_2021-05-27_full_journey.csv",130.766666666667,429.12,320,222.222222222222,206.222222222222,120.232685185185,401.434838709677
22,"27/05/2021",11,0,5,NA,NA,NA,"1",11,45,0,590,0,4,0,320,11,49,NA,250,3,NA,200,3,11,52,275,1,0,4,2,11,47,4.4,350,3,11,52,3,2,1,3,2,NA,NA,NA,0,"",11,5,"Forward",NA,11.75,"No","No",590,"No","No",240,NA,320,11.8166666666667,NA,250,3,NA,NA,200,3,NA,11.8666666666667,183.333333333333,60,4,2,11.7833333333333,418.709677419355,350,3,NA,11.8666666666667,3,2,1,3,2,NA,NA,NA,22,NA,NA,51.8166666666667,181.06,295,207.457142857143,0.216666666667926,0.0666666666679561,0.0500000000000611,0.0500000000000611,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,NA,NA,99.891203703704,304.536774193548
23,"27/05/2021",11,0,1,NA,NA,NA,"2",12,0,0,250,1,2,0,170,12,1,173,170,4,130,150,4,12,2,211,1,15,3,2,12,3,4.7,380,3,12,4,4,2,1,4,2,3,2,2,0,"",11,1,"Backward",NA,12,"No","No",250,"Yes","Yes",120,NA,170,12.0166666666667,163.388888888889,170,4,NA,122.777777777778,150,4,NA,12.0333333333333,70.3333333333333,75,3,2,12.05,189.516129032258,380,3,NA,12.0666666666667,4,2,1,4,2,3,2,2,23,NA,NA,61.5666666666667,254.49,215,218.899470899471,0.033333333331953,0.0333333333360031,0.0499999999999545,0.0499999999999545,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,307.555555555556,231.111111111111,76.6437962962965,325.30064516129
24,"27/05/2021",11,0,1,NA,NA,NA,"2",12,0,0,600,1,2,0,270,12,1,131,275,3,103,225,3,12,2,188,1,0,3,2,12,3,3.95,250,2,12,4,3,3,1,3,2,3,2,5,0,"",11,1,"Backward",NA,12,"No","No",600,"Yes","Yes",120,NA,270,12.0166666666667,196.5,275,3,NA,154.5,225,3,NA,12.0333333333333,62.6666666666667,60,3,2,12.05,382.258064516129,250,2,NA,12.0666666666667,3,3,1,3,2,3,2,5,24,NA,NA,61.5666666666667,254.49,215,218.899470899471,0.033333333331953,0.0333333333360031,0.0499999999999545,0.0499999999999545,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,232.888888888889,183.111111111111,68.2892592592594,273.390967741935
25,"27/05/2021",11,0,6,NA,NA,NA,"1",12,15,0,400,1,1,58,NA,12,18,NA,300,2,NA,300,2,12,16,289,1,20,3,3,12,17,4.6,NA,2,12,19,4,NA,1,NA,1,1,1,1,0,"",11,6,"Forward",NA,12.25,"No","No",400,"Yes","Yes",118,NA,NA,12.3,NA,300,2,NA,NA,300,2,NA,12.2666666666667,94.7277777777778,80,3,3,12.2833333333333,296.774193548387,NA,2,NA,12.3166666666667,4,NA,1,NA,1,1,1,1,25,NA,NA,75.6000000000001,314.85,260,226.900793650794,1.91846538655227e-12,0.0666666666640126,0.250000000001904,0.250000000001904,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,NA,NA,104.976574074074,318.37935483871
26,"27/05/2021",11,0,6,NA,NA,NA,"2",12,22,0,600,1,1,0,300,12,25,NA,NA,NA,NA,NA,NA,12,23,NA,1,30,3,3,12,24,NA,NA,3,12,27,2,NA,1,2,1,NA,NA,NA,0,"",11,6,"Backward",NA,12.3666666666667,"No","No",600,"Yes","Yes",60,NA,300,12.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,12.3833333333333,NA,90,3,3,12.4,NA,NA,3,NA,12.45,2,NA,1,2,1,NA,NA,NA,26,NA,NA,82.5833333333334,344.4,235,229.018181818182,0.0166666666639514,0.0333333333360031,0.016666666664058,0.016666666664058,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,NA,NA,NA,NA
27,"27/05/2021",11,0,3,NA,NA,NA,"1",12,34,0,400,1,2,0,300,12,37,67,100,2,120,260,3,12,36,311,1,36,3,2,12,35,5,300,2,12,38,4,3,1,3,1,2,4,2,0,"",11,3,"Forward",NA,12.5666666666667,"No","No",400,"Yes","Yes",120,NA,300,12.6166666666667,111.666666666667,100,2,NA,200,260,3,NA,12.6,103.666666666667,96,3,2,12.5833333333333,322.58064516129,300,2,NA,12.6333333333333,4,3,1,3,1,2,4,2,27,NA,NA,95.7,393.01,195,232.468699839486,0.100000000002041,0.033333333333978,0.033333333333978,0.033333333333978,"dec","dec","dec","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,119.111111111111,213.333333333333,112.967870370371,346.064516129032
28,"27/05/2021",11,0,3,NA,"Woman",NA,"2",12,14,0,400,1,1,57,350,12,18,NA,300,1,NA,250,1,12,17,225,1,15,4,3,12,16,4.8,300,1,12,19,1,1,1,2,4,1,4,1,0,"",11,3,"Backward",NA,12.2333333333333,"No","No",400,"Yes","Yes",117,NA,350,12.3,NA,300,1,NA,NA,250,1,NA,12.2833333333333,73.125,75,4,3,12.2666666666667,309.677419354839,300,1,NA,12.3166666666667,1,1,1,2,4,1,4,1,28,NA,"Woman",76.6666666666667,310.13,260,226.900793650794,0.0666666666640126,1.91846538655227e-12,0.250000000001904,0.250000000001904,"cst","cst","cst","LP","./6611_2021-05-27_full_journey.csv",130.766666666667,429.12,320,NA,NA,81.7291666666669,332.221935483871
29,"27/05/2021",16,4,6,NA,NA,NA,"1",16,39,0,500,1,2,0,320,16,41,163,300,2,124,200,2,16,40,141,0,40,3,3,16,41,1.5,200,1,16,42,2,3,1,1,3,1,2,2,0,"",16.0666666666667,6,"Forward",NA,16.65,"No","No",500,"Yes","Yes",120,NA,320,16.6833333333333,289.777777777778,300,2,NA,220.444444444444,200,2,NA,16.6666666666667,47,40,3,3,16.6833333333333,120.967741935484,200,1,NA,16.7,2,3,1,1,3,1,2,2,29,NA,NA,33.2833333333335,94.3,255,153.816129032258,1.91846538655227e-12,0.0666666666679561,0.0666666666679561,0.0666666666679561,"cst","cst","cst","LP","./6624_2021-05-27_full_journey.csv",130.766666666667,429.12,320,289.777777777778,220.444444444444,51.2169444444446,103.81935483871
30,"02/06/2021",11,0,5,NA,NA,NA,"1",11,26,0,450,1,2,9,360,11,28,156,275,3,129,220,3,11,29,78,0,30,4,2,11,27,1.5,120,2,11,29,3,2,1,4,3,3,5,2,0,"",11,5,"Forward",NA,11.4333333333333,"No","No",450,"Yes","Yes",129,NA,360,11.4666666666667,312,275,3,NA,258,220,3,NA,11.4833333333333,27.95,30,4,2,11.45,108.870967741935,120,2,NA,11.4833333333333,3,2,1,4,3,3,5,2,30,NA,NA,29.2,86.58,294,163.291139240506,1.91846538655227e-12,0.0333333333360031,0.033333333331953,0.033333333331953,"cst","cst","cst","LP","./6611_2021-06-02_full_journey.csv",130.766666666667,429.12,320,277.333333333333,229.333333333333,28.3327777777778,103.81935483871
31,"02/06/2021",11,0,5,NA,NA,NA,"1",11,27,0,750,1,1,50,NA,11,29,164,NA,1,120,NA,1,11,29,89,0,30,2,2,11,28,2.1,300,1,11,30,3,1,1,4,1,1,1,1,0,"",11,5,"Forward",NA,11.45,"No","No",750,"Yes","Yes",110,NA,NA,11.4833333333333,NA,NA,1,NA,NA,NA,1,NA,11.4833333333333,27.1944444444444,30,2,2,11.4666666666667,254.032258064516,300,1,NA,11.5,3,1,1,4,1,1,1,1,31,NA,NA,29.2,91.44,292,166.450617283951,1.91846538655227e-12,0.033333333331953,1.91846538655227e-12,1.91846538655227e-12,"cst","cst","cst","LP","./6611_2021-06-02_full_journey.csv",130.766666666667,429.12,320,291.555555555556,213.333333333333,32.328425925926,145.347096774194
32,"02/06/2021",11,0,2,NA,NA,NA,"2",11,57,0,350,1,2,0,305,11,58,NA,230,3,NA,230,2,11,59,177,1,3,4,2,11,59,3.85,190,3,12,0,2,1,1,3,2,5,2,2,0,"",11,2,"Backward",NA,11.95,"No","No",350,"Yes","Yes",120,NA,305,11.9666666666667,NA,230,3,NA,NA,230,2,NA,11.9833333333333,59,63,4,2,11.9833333333333,217.338709677419,190,3,NA,12,2,1,1,3,2,5,2,2,32,NA,NA,59.3666666666667,239.13,265,217.702054794521,0.166666666666053,0.166666666666053,0.0500000000019796,0.0500000000019796,"cst","cst","cst","LP","./6611_2021-06-02_full_journey.csv",130.766666666667,429.12,320,NA,NA,64.2936111111113,266.469677419355
33,"02/06/2021",11,0,6,NA,NA,NA,"2",12,10,0,500,1,1,56,320,12,13,149,300,3,NA,280,3,12,11,227,1,10,3,3,12,12,4.05,300,3,12,13,3,2,1,3,1,3,2,2,0,"",11,6,"Backward",NA,12.1666666666667,"No","No",500,"Yes","Yes",116,NA,320,12.2166666666667,264.888888888889,300,3,NA,NA,280,3,NA,12.1833333333333,73.1444444444444,70,3,3,12.2,326.612903225806,300,3,NA,12.2166666666667,3,2,1,3,1,3,2,2,33,NA,NA,71.1666666666667,294.57,235,226.839572192513,0.0333333333320596,0.29999999999994,0.033333333333978,0.033333333333978,"cst","cst","cst","LP","./6611_2021-06-02_full_journey.csv",130.766666666667,429.12,320,264.888888888889,NA,82.4556481481484,280.312258064516
34,"02/06/2021",11,0,6,NA,NA,NA,"1",12,19,0,450,1,1,56,300,12,21,107,180,2,110,200,2,12,20,179,1,0,3,2,12,21,3.1,200,2,12,22,2,2,1,3,1,1,1,2,0,"",11,6,"Forward",NA,12.3166666666667,"No","No",450,"Yes","Yes",116,NA,300,12.35,178.333333333333,180,2,NA,183.333333333333,200,2,NA,12.3333333333333,57.6777777777778,60,3,2,12.35,225,200,2,NA,12.3666666666667,2,2,1,3,1,1,1,2,34,NA,NA,80.1833333333333,333.52,265,229.033096926714,0.016666666664058,0.133333333331969,0.133333333331969,0.133333333331969,"cst","cst","cst","LP","./6611_2021-06-02_full_journey.csv",130.766666666667,429.12,320,190.222222222222,195.555555555556,65.0200925925928,214.56
