"participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur"
74,NA,"Man",NA,"4","Forward",NA,300,150,"3",NA,0.770453033774296,-0.229546966225704,194.690647482014,"cst","4","3","1","2","2","5","numeric","spd_mean",NA,116
75,NA,"Man",NA,"6","Forward",NA,300,220,"2",NA,1.08160558915807,0.0816055891580685,203.401315789474,"cst","4","2","1","2","1","3","numeric","spd_mean",NA,116
76,NA,"Woman",NA,"5","Backward",NA,260,240,"2",NA,1.06552278820375,0.0655227882037534,225.24154589372,"cst","3","2","1","3","3","4","numeric","spd_mean",NA,116
77,NA,"Man",NA,"3","Backward",NA,300,280,"2",NA,1.21461303001214,0.214613030012135,230.526096033403,"cst","3",NA,"1","3","3","5","numeric","spd_mean",NA,116
78,NA,"Woman",NA,"6","Backward",NA,300,250,"1",NA,1.09507094477678,0.0950709447767834,228.295711060948,"cst","3","2","1","4","1","5","numeric","spd_mean",NA,116
79,NA,"Woman",NA,"1","Forward",NA,250,200,"1",NA,0.866281255033917,-0.133718744966083,230.871900826446,"cst","2","1","2","3","3","1","numeric","spd_mean",NA,116
80,NA,"Man",NA,"4","Backward",NA,300,150,"2",NA,3.1390134529148,2.1390134529148,47.7857142857143,"acc","3","1","1","3","1","4","numeric","spd_mean",NA,124
81,NA,"Man",NA,"5","Backward",NA,300,230,"2",NA,2.06658469686938,1.06658469686938,111.294736842105,"cst","2","2","1","3","1","2","numeric","spd_mean",NA,124
82,NA,"Woman",NA,"3","Forward",NA,300,210,"2",NA,1.09284181622368,0.092841816223682,192.159557661927,"cst","2","2","1","2","2","5","numeric","spd_mean",NA,124
83,NA,"Woman",NA,"2","Backward",NA,290,250,"4",NA,1.25774995930809,0.257749959308089,198.767647058824,"cst",NA,"2",NA,"3","3","5","numeric","spd_mean",NA,124
85,NA,"Man",NA,"1","Backward",NA,250,200,"3",NA,0.919432341192596,-0.0805676588074045,217.525522041763,"cst","3","1","1","3","1","5","numeric","spd_mean",NA,124
86,NA,"Man",NA,"2","Forward",NA,310,300,"3",NA,1.41741805829732,0.41741805829732,211.652446675031,"cst","3","2","1","3","2","5","numeric","spd_mean",NA,124
87,NA,"Man",NA,"5","Backward",NA,300,180,"2",NA,0.876278573334519,-0.123721426665481,205.41412911084,"cst","4","2","1","3","3","2","numeric","spd_mean",NA,124
88,NA,"Man",NA,"3","Forward",NA,350,200,"3",NA,1.87933923868805,0.879339238688054,106.420382165605,"acc","2","2","1","2","3","2","numeric","spd_mean",NA,116
89,NA,"Man",NA,"6","Forward",NA,320,150,"2",NA,0.90137119788404,-0.0986288021159603,166.413127413127,"cst","3","4","1","3","2","2","numeric","spd_mean",NA,116
90,NA,"Man",NA,"6","Backward",NA,320,310,"2",NA,1.6873729787046,0.687372978704604,183.717532467532,"cst","2","3","1","3","3","2","numeric","spd_mean",NA,116
91,NA,"Man",NA,"2","Forward",NA,300,100,"2",NA,0.522626275270702,-0.477373724729298,191.341317365269,"cst","3","2","1","3","2","5","numeric","spd_mean",NA,116
92,NA,"Man",NA,"5","Forward",NA,320,270,"3",NA,1.27445536095686,0.274455360956856,211.85520361991,"cst","2","3","1","3","2","5","numeric","spd_mean",NA,116
93,NA,"Man",NA,"4","Forward",NA,270,190,"3",NA,0.878527907787059,-0.121472092212941,216.270875763747,"cst","2","1","1","3","2","5","numeric","spd_mean",NA,116
94,NA,"Man",NA,"3","Forward",NA,398,250,NA,NA,1.1314791403287,0.131479140328698,220.949720670391,"cst","3","2","2","3","2","3","numeric","spd_mean",NA,116
95,NA,"Woman",NA,"1","Forward",NA,300,280,"2",NA,1.21724570950188,0.217245709501884,230.027510316369,"cst","3","3","1","4","1","2","numeric","spd_mean",NA,116
96,NA,"Man",NA,"6","Forward",NA,250,180,"2",NA,0.784234802663069,-0.215765197336931,229.523096129838,"dec","3","3","1","3","1","2","numeric","spd_mean",NA,116
97,NA,"Woman",NA,"5","Forward",NA,300,200,"3",NA,4.06372662202725,3.06372662202725,49.2159090909091,"acc","2","2","1","2","1","2","numeric","spd_mean",NA,124
98,NA,"Woman",NA,"3","Forward",NA,300,150,"2",NA,2.06217062552509,1.06217062552509,72.7388888888889,"acc","4",NA,"1","3","1","5","numeric","spd_mean",NA,124
99,NA,"Woman",NA,"2","Forward",NA,300,120,"2",NA,1.11747496806626,0.117474968066257,107.384955752212,"acc","3","3","1","3","1","4","numeric","spd_mean",NA,124
100,NA,"Man",NA,"1","Forward",NA,300,250,"4",NA,1.90155305549932,0.90155305549932,131.471482889734,"cst","4","1","1","4","1","6","numeric","spd_mean",NA,124
101,NA,"Man",NA,"4","Forward",NA,300,230,"2",NA,1.34449090506936,0.344490905069357,171.068468468468,"cst","3","3","1","2","2","5","numeric","spd_mean",NA,124
102,NA,"Man",NA,"2","Backward",NA,305,290,"3",NA,1.58190114866164,0.581901148661643,183.323717948718,"cst","2","2","3","2","3","2","numeric","spd_mean",NA,124
104,NA,"Woman",NA,"5","Backward",NA,350,300,"2",NA,1.51139122378734,0.511391223787337,198.492617449664,"cst","3","2","2","3","2","6","numeric","spd_mean",NA,124
105,NA,"Man",NA,"4","Forward",NA,315,290,"2",NA,1.43778347844444,0.437783478444443,201.69935483871,"cst","3","3","1","3","2","2","numeric","spd_mean",NA,124
106,26,"Woman","Left-handed","6","Backward",NA,110,200,"1",NA,2.71632595911509,1.71632595911509,73.6288659793814,"acc","3","2","1","3","2","2","numeric","spd_mean",NA,116
110,22,"Woman","Right-handed","3","Forward",NA,300,110,"2",NA,1.0185813939132,0.0185813939132045,107.993333333333,"acc","3","1","2","3","1","2","numeric","spd_mean",NA,116
111,23,"Woman","Left-handed","5","Forward",NA,250,180,"2",NA,1.125031673189,0.125031673188997,159.995495495496,"cst","3","3","2","2","3","2","numeric","spd_mean",NA,116
112,22,"Man","Left-handed","4","Backward",NA,270,200,"3",NA,0.874815838288842,-0.125184161711158,228.619546247819,"cst","2","3","1","3","2","5","numeric","spd_mean",NA,116
113,31,"Man","Right-handed","1","Backward",NA,240,200,"3",NA,0.875563605533932,-0.124436394466068,228.424295774648,"cst","2","1","1","3","1","5","numeric","spd_mean",NA,116
114,31,"Man","Right-handed","1","Backward",NA,240,200,"3",NA,0.875563605533932,-0.124436394466068,228.424295774648,"cst","2","1","1","3","1","5","numeric","spd_mean",NA,116
115,32,"Man","Right-handed","3","Backward",NA,300,150,"2",NA,0.646447753513653,-0.353552246486347,232.037313432836,"cst","3","4","1","3","1","1","numeric","spd_mean",NA,116
116,30,"Man","Right-handed","4","Forward",NA,350,300,"3",NA,1.29364847777454,0.293648477774536,231.902255639098,"cst","3","1","1","4","1","1","numeric","spd_mean",NA,116
117,NA,NA,NA,"2","Forward",NA,300,190,"1",NA,0.831785425257235,-0.168214574742765,228.424295774648,"cst","3","3","3","1","1","2","numeric","spd_mean",NA,116
118,24,"Woman","Right-handed","5","Forward",NA,300,270,"2",NA,1.16620716817645,0.166207168176447,231.519756838906,"cst","2","2","1","3","2","5","numeric","spd_mean",NA,116
119,49,"Man","Right-handed","6","Forward",NA,600,250,"2",NA,4.84364377974167,3.84364377974167,51.6140350877193,"acc","4",NA,"2","3","1","2","numeric","spd_mean",NA,124
120,NA,"Man","Right-handed","2","Forward",NA,350,250,"3",NA,2.09580838323353,1.09580838323353,119.285714285714,"cst","4","3","1","4","1","5","numeric","spd_mean",NA,124
121,29,"Woman","Right-handed","1","Backward",NA,320,300,"3",NA,1.74637183166916,0.74637183166916,171.784722222222,"cst","3","3","1","2","1","5","numeric","spd_mean",NA,124
122,53,"Woman","Left-handed","4","Backward",NA,300,200,"2",NA,1.11113693949185,0.111136939491852,179.995815899582,"cst","4","1","1","3","1","2","numeric","spd_mean",NA,124
123,61,"Woman","Right-handed","6","Forward",NA,300,NA,"1",NA,NA,NA,187.735922330097,"cst","2","3","2","2","1","5","numeric","spd_mean",NA,124
124,43,"Woman","Right-handed","5","Forward",NA,310,290,"3",NA,1.4966581121859,0.496658112185905,193.765027322404,"cst","3","1","1","3","1","2","numeric","spd_mean",NA,124
125,64,"Man","Right-handed","3","Forward",NA,200,150,"2",NA,0.707686861328777,-0.292313138671223,211.958152958153,"dec","3","2","1","3","1","2","numeric","spd_mean",NA,124
126,58,"Man","Right-handed","5","Backward",NA,300,220,"2",NA,1.04928457869634,0.0492845786963435,209.666666666667,"dec","2","3","1",NA,"1","6","numeric","spd_mean",NA,124
127,52,"Woman","Right-handed","3","Forward",NA,200,200,"1",NA,1.65341411081661,0.65341411081661,120.961832061069,"acc","4","1","4","1","4","1","numeric","spd_mean",NA,116
128,31,"Man","Right-handed","1","Forward",NA,350,230,"2",NA,1.36835809619743,0.368358096197431,168.084656084656,"cst","4","3","1","3","1","5","numeric","spd_mean",NA,116
129,NA,"Woman","Right-handed","2","Forward",NA,360,200,"2",NA,1.03250478011472,0.0325047801147228,193.703703703704,"cst","3","1","1","2","1","5","numeric","spd_mean",NA,116
130,27,"Man","Right-handed","4","Forward",NA,300,250,"3",NA,2.02979061107381,1.02979061107381,123.165413533835,"cst","4","1","1","4","1","5","numeric","spd_mean",NA,116
131,38,"Man","Right-handed","6","Backward",NA,250,160,"3",NA,0.936950057649129,-0.0630499423508707,170.766839378238,"cst","4","2","1","3","1","3","numeric","spd_mean",NA,116
132,37,"Man","Right-handed","3","Backward",NA,300,220,"2",NA,1.10056925996205,0.100569259962049,199.896551724138,"cst","2","2","1","3","2","5","numeric","spd_mean",NA,116
133,21,"Woman","Right-handed","3","Backward",NA,350,260,"2",NA,1.93759382371864,0.937593823718636,134.187050359712,"cst","3","2","1","3","1","2","numeric","spd_mean",NA,116
134,49,"Man","Right-handed","2","Backward",NA,300,200,"2",NA,0.96013152486642,-0.0398684751335799,208.304794520548,"cst","3","3","1","1","1","5","numeric","spd_mean",NA,116
135,23,"Woman","Right-handed","1","Backward",NA,220,210,"2",NA,0.973125739965118,-0.0268742600348818,215.799450549451,"cst","3","3","1","3","2","2","numeric","spd_mean",NA,116
136,39,"Man","Right-handed","5","Forward",NA,NA,250,"2",NA,1.1162596866535,0.116259686653503,223.962222222222,"cst","2","3","3","2","3","2","numeric","spd_mean",NA,116
137,19,"Man","Right-handed","4","Backward",NA,200,150,"2",NA,0.698921818280327,-0.301078181719673,214.616279069767,"cst","3","2","1","3","2","2","numeric","spd_mean",NA,116
138,52,"Man","Right-handed","6","Backward",NA,250,225,"3",NA,1.0101565852746,0.0101565852746019,222.737745098039,"cst","2","1","2","3","3","5","numeric","spd_mean",NA,116
140,35,"Woman","Right-handed","6","Backward",NA,300,250,"2",NA,1.09270761444674,0.0927076144467449,228.789473684211,"cst","2","3","1","2","3","1","numeric","spd_mean",NA,116
141,21,"Man","Left-handed","1","Backward",NA,280,250,"3",NA,1.11629308514645,0.116293085146454,223.955521472393,"dec","3","2","1","3","3","3","numeric","spd_mean",NA,116
142,20,"Woman","Right-handed","3","Backward",NA,300,200,"2",NA,5.00988793671721,4.00988793671721,39.9210526315789,"acc","3","1","1","3","2","5","numeric","spd_mean",NA,124
143,38,"Man","Right-handed","5","Forward",NA,200,250,"3",NA,1.25064688632051,0.250646886320511,199.896551724138,"cst","4","1","1","3","1","2","numeric","spd_mean",NA,116
144,22,"Man","Right-handed","3","Forward",NA,320,250,"3",NA,1.14596183273002,0.145961832730018,218.157352941176,"dec","3","3","1","3","2","5","numeric","spd_mean",NA,116
145,19,"Man","Left-handed","3","Forward",NA,200,180,"2",NA,2.11686267246967,1.11686267246967,85.0314960629921,"acc","3","3","3","2","1","2","numeric","spd_mean",NA,124
146,35,"Woman","Left-handed","2","Backward",NA,350,200,"2",NA,1.60619254958878,0.606192549588776,124.518072289157,"cst","3","3","1","3","2","3","numeric","spd_mean",NA,124
147,27,"Man","Right-handed","5","Backward",NA,296,240,"3",NA,2.52189141856392,1.52189141856392,95.1666666666667,"acc","2","3","2","3","3","1","numeric","spd_mean",NA,124
148,70,"Man","Right-handed","5","Backward",NA,300,160,"3",NA,1.3783326972357,0.378332697235701,116.082278481013,"cst","3","2","1","3","2","1","numeric","spd_mean",NA,124
149,18,"Woman","Right-handed","5","Backward",NA,200,120,"2",NA,0.776579352850539,-0.223420647149461,154.52380952381,"cst","3","3","1","3","1","2","numeric","spd_mean",NA,124
150,49,"Woman","Right-handed","3","Backward",NA,300,200,"2",NA,1.29429892141757,0.294298921417566,154.52380952381,"cst","2","3","1","4","1","6","numeric","spd_mean",NA,124
151,18,"Woman","Right-handed","1","Backward",NA,200,100,"1",NA,0.623608017817372,-0.376391982182628,160.357142857143,"cst","3","3","1","4","1","1","numeric","spd_mean",NA,124
152,20,"Woman","Right-handed","1","Backward",NA,300,180,"1",NA,1.12249443207127,0.122494432071269,160.357142857143,"cst","3","4","1","4","1","1","numeric","spd_mean",NA,124
153,32,"Woman","Right-handed","1","Backward",NA,210,170,"3",NA,0.958577756494673,-0.0414222435053275,177.346072186837,"cst","3","2","2","2","1","2","numeric","spd_mean",NA,124
154,25,"Man","Right-handed","4","Backward",NA,400,370,"3",NA,1.9208440326002,0.920844032600201,192.623655913978,"cst","4","3","2","3","1","2","numeric","spd_mean",NA,124
155,28,"Woman","Right-handed","3","Backward",NA,100,110,"3",NA,0.512188257177121,-0.487811742822879,214.764783180026,"dec","3","4","1","4","1","1","numeric","spd_mean",NA,124
156,26,"Man","Right-handed","6","Forward",NA,310,220,"2",NA,1.07760211614173,0.0776021161417323,204.156985871272,"cst","2","3","1","2","2","2","numeric","spd_mean",NA,124
157,67,"Man","Left-handed","4","Forward",NA,280,250,"3",NA,1.19907032433003,0.199070324330035,208.494860499266,"cst","2","3","1","1","2","3","numeric","spd_mean",NA,124
159,40,"Man","Right-handed","6","Backward",NA,380,280,"3",NA,1.31491668247372,0.314916682473717,212.941248470012,"dec","3","4","1","3","1","2","numeric","spd_mean",NA,124
160,20,"Man","Left-handed","3","Backward",NA,200,200,"2",NA,0.953304789938453,-0.0466952100615467,209.79649122807,"dec","2","3","2","2","3","5","numeric","spd_mean",NA,124
161,61,"Woman","Right-handed","6","Forward",NA,200,70,"2",NA,0.707456978967495,-0.292543021032505,98.945945945946,"acc","2","1","1","3","1","2","numeric","spd_mean",NA,116
162,26,"Woman","Right-handed","1","Forward",NA,100,200,"2",NA,2.52011537877638,1.52011537877638,79.3614457831325,"acc","4","2","1","3","1","3","numeric","spd_mean",NA,116
163,24,"Woman","Left-handed","1","Backward",NA,280,100,"2",NA,0.822378667995764,-0.177621332004236,121.598484848485,"cst","3","2","1","3","1","2","numeric","spd_mean",NA,116
164,49,"Woman","Right-handed","2","Backward",NA,300,230,"2",NA,1.50961703099138,0.509617030991382,152.35652173913,"cst","3","2","1","2","1","2","numeric","spd_mean",NA,116
165,29,"Man","Right-handed","2","Backward",NA,320,230,"3",NA,1.42065582705059,0.420655827050595,161.897058823529,"cst","3","3","3","3","1","5","numeric","spd_mean",NA,116
166,25,"Woman","Right-handed","6","Forward",NA,230,180,"1",NA,0.96792189679219,-0.0320781032078103,185.965417867435,"cst","2","2","1","2","3","2","numeric","spd_mean",NA,116
167,70,"Woman","Right-handed","5","Backward",NA,250,180,"3",NA,0.946762757177729,-0.0532372428222713,190.121546961326,"cst","3","3","1","2","1","2","numeric","spd_mean",NA,116
168,26,"Man","Right-handed","2","Backward",NA,370,310,"2",NA,1.48895599921666,0.488955999216664,208.199570815451,"cst","3","1","3","2","4","5","numeric","spd_mean",NA,116
169,29,"Man","Right-handed","2","Forward",NA,320,260,"2",NA,1.29308278606011,0.293082786060112,201.069879518072,"cst","2","1","2","3","3","5","numeric","spd_mean",NA,116
170,39,"Man","Right-handed","4","Backward",NA,300,250,"2",NA,1.20644853370101,0.206448533701013,207.21978021978,"cst","2","1","1","2","2","2","numeric","spd_mean",NA,116
171,22,"Woman","Right-handed","4","Backward",NA,277,230,"2",NA,1.08095529252868,0.0809552925286779,212.774757281553,"cst","3","2","1","3","2","5","numeric","spd_mean",NA,116
172,40,"Woman","Right-handed","5","Backward",NA,200,100,"2",NA,0.471942013180532,-0.528057986819468,211.890438247012,"cst","2","4","1","4","3","2","numeric","spd_mean",NA,116
173,60,"Woman","Right-handed","4","Forward",NA,190,NA,"2",NA,NA,NA,216.403197158082,"cst","3","1","3","2","1","6","numeric","spd_mean",NA,116
174,42,"Woman","Right-handed","1","Forward",NA,300,150,"2",NA,0.699911317279487,-0.300088682720513,214.312865497076,"dec",NA,"1","1","2","2","2","numeric","spd_mean",NA,116
175,29,"Woman","Right-handed","3","Forward",NA,350,200,"1",NA,0.906159256394916,-0.0938407436050838,220.711755233494,"dec","3","3","1","2","3","2","numeric","spd_mean",NA,116
177,47,"Woman","Right-handed","2","Backward",NA,300,280,"3",NA,1.31936920669315,0.31936920669315,212.222627737226,"cst","3","3","2","3","2","5","numeric","spd_mean",NA,124
178,40,"Woman","Right-handed","6","Backward",NA,200,200,"2",NA,0.926230099273278,-0.0737699007267221,215.929065743945,"cst","3","2","1","2","2","3","numeric","spd_mean",NA,124
179,54,"Man","Right-handed","1","Forward",NA,300,250,"3",NA,5.49267643142477,4.49267643142477,45.5151515151515,"acc","3","3","2","3","2","2","numeric","spd_mean",NA,116
182,NA,"Man",NA,"3","Forward",NA,300,270,"2",NA,1.4128997557204,0.412899755720401,191.096359743041,"cst","4","1","1","3","1","5","numeric","spd_mean",NA,124
187,45,"Man","Right-handed","1","Forward",NA,320,210,"3",NA,1.03302620416627,0.0330262041662739,203.28622754491,"dec","3","2","2","2","3","5","numeric","spd_mean",NA,124
188,38,"Man","Right-handed","6","Forward",NA,180,200,"2",NA,1.9918625129046,0.991862512904597,100.408536585366,"acc","3","2","1","3","3","2","numeric","spd_mean",NA,116
189,38,"Woman","Right-handed","2","Backward",NA,300,220,"2",NA,1.68017859240982,0.680178592409823,130.938461538462,"cst","3","2","1","2","2","1","numeric","spd_mean",NA,116
191,50,"Man","Right-handed","6","Forward",NA,300,150,"3",NA,0.864458710242194,-0.135541289757806,173.518987341772,"cst","3","2","1","3","1","5","numeric","spd_mean",NA,124
192,21,"Man","Right-handed","2","Forward",NA,400,300,"2",NA,1.62455544678373,0.624555446783727,184.66590389016,"cst","3","3","1","2","1","2","numeric","spd_mean",NA,124
194,63,"Man","Left-handed","3","Forward",NA,250,240,"3",NA,1.18288161308567,0.182881613085673,202.894353369763,"cst","2","2","2","2","2","2","numeric","spd_mean",NA,124
197,23,"Woman","Right-handed","2","Forward",NA,180,160,"2",NA,0.707566874576857,-0.292433125423143,226.127035830619,"cst","3","2","1","2","1","2","numeric","spd_mean",NA,116
198,26,"Woman","Right-handed","1","Backward",NA,350,230,"3",NA,5.05326231691079,4.05326231691079,45.5151515151515,"acc","3","1","1","3","1","1","numeric","spd_mean",NA,116
199,42,"Man","Left-handed","5","Backward",NA,300,180,"2",NA,1.45079953450282,0.450799534502823,124.069518716578,"cst","3","2","1","3","1","2","numeric","spd_mean",NA,116
200,30,"Man","Right-handed","6","Forward",NA,363,300,"2",NA,1.36063283044786,0.36063283044786,220.485639686684,"dec","3","3","1","3","1","2","numeric","spd_mean",NA,116
201,35,"Man","Right-handed","2","Forward",NA,390,190,"3",NA,0.834538191137272,-0.165461808862728,227.670826833073,"cst","3","3","1","3","3","6","numeric","spd_mean",NA,116
202,30,"Woman","Right-handed","4","Forward",NA,530,280,"1",NA,1.22944122544953,0.229441225449533,227.745738636364,"dec","2","4","1","3","3","2","numeric","spd_mean",NA,116
206,49,"Woman","Right-handed","4","Forward",NA,250,220,"2",NA,1.03964944960838,0.0396494496083812,211.609788359788,"dec","4","2","1","3","1","3","numeric","spd_mean",NA,124
207,26,"Man","Right-handed","1","Backward",NA,300,250,"3",NA,3.61103946350271,2.61103946350271,69.2321428571429,"acc","3","1","1","3","3","5","numeric","spd_mean",NA,116
208,41,"Woman","Left-handed","3","Forward",NA,300,250,"3",NA,1.5521897708606,0.552189770860595,161.062780269058,"cst","3","1","1","4","1","5","numeric","spd_mean",NA,124
